web-scraper-order,web-scraper-start-url,Pages,Pages-href,Definitions
"1588585601-39267","https://petroleks.ru/dictionaries/dict_med.php","Щ","https://petroleks.ru/dictionaries/dict_med25.php","Щелкающий палец - перемежающаяся контрактура пальцев кисти"
"1588585640-39978","https://petroleks.ru/dictionaries/dict_med.php","Ж","https://petroleks.ru/dictionaries/dict_med7.php","Желчные пигменты - окрашенные азотистые продукты распада гемоглобина. Образуются в печени, выделяясь с желчью в виде билирубина и биливердина. В основном желчные пигменты выводятся с калом, частично с мочой. Повышенное содержание в крови приводит к желтухе."
"1588585618-39441","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Сердечные тоны - звуковой феномен, обусловленный захлопыванием клапана и колебательными движениями клапанов и миокарда при сокращении сердца. Обычно. при аускультации (выслушивании) определяются 2 тона: один во время систолы (сокращении мышц) - систолический, другой во время диастолы (расслаблении мышц) - диастолический тон. Их изменения характерны для пороков сердца, гипертонической болезни и др. заболеваний."
"1588585622-39590","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Паращитовидные железы - околощитовидные железы внутренней секреции. Расположены на поверхности щитовидной железы. Вырабатывают паратиреоидный гормон (паратгормон), регулирующий обмен кальция и фосфора в организме. Воспаление - паратиреоидит."
"1588585644-40003","https://petroleks.ru/dictionaries/dict_med.php","Д","https://petroleks.ru/dictionaries/dict_med5.php","Диагноз - определение существа и особенностей болезни на основе всестороннего исследования больного."
"1588585646-40049","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гемоторакс - скопление крови в полости плевры вследствие внутреннего кровотечения при травме или (реже) раке легкого, туберкулезе и др. заболеваниях. Небольшой гемоторакс проявляется болью в груди, кашлем, при его нарастании возникает одышка, цианоз, нарушение сердечной деятельности."
"1588585609-39323","https://petroleks.ru/dictionaries/dict_med.php","Х","https://petroleks.ru/dictionaries/dict_med21.php","Хрусталик - прозрачное, двояковыпуклое тело (линза), расположенное позади зрачка глаза. Преломляет входящие в него лучи, фокусируя их на клетчатке."
"1588585622-39697","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Пыльца - редуцированное мужское поколение семенных растений (или мужской организм)."
"1588585605-39284","https://petroleks.ru/dictionaries/dict_med.php","Ч","https://petroleks.ru/dictionaries/dict_med23.php","Череп — скелет головы позвоночных."
"1588585618-39503","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Спинная сухотка - то же, что и Табес."
"1588585622-39599","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Патогенез  - механизмы развития заболеваний и патологических процессов."
"1588585624-39712","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Организм - живое существо, обладающее совокупностью свойств, отличающих его от неживой материй. Большинство организмов имеют клеточное строение. Формирование целостного организма - процесс, состоящий из дифференциации структур (клеток, тканей, органов) и функций и их интеграции."
"1588585599-39229","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эластин - структурный белок, присутствующий в эластичной соединительной ткани (связки). По свойствам близок к коллагену."
"1588585618-39527","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Сфинктер (от греч. ""сжимаю"") - круговая мышца, суживающая или замыкающая при сокращении наружное (например, ротовое) или переходное (например, мочевого пузыря в мочеиспускательном канале) отверстие."
"1588585624-39727","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Отек Квинке - внезапный сильный отек кожи, подкожной клетчатки, слизистой оболочки, чаще на лице; держится от нескольких часов до нескольких дней; проявление аллергии. Необходима экстренная помощь."
"1588585633-39865","https://petroleks.ru/dictionaries/dict_med.php","К","https://petroleks.ru/dictionaries/dict_med10.php","Кахексия - общее истощение организма при злокачественных опухолях (раковая кахексия), поражениях гипофиза (гипофизарная кахексия) и других тяжелых заболеваниях."
"1588585607-39304","https://petroleks.ru/dictionaries/dict_med.php","Ц","https://petroleks.ru/dictionaries/dict_med22.php","Цитостатики, цитостатические средства  - лекарственные вещества, блокирующие деление клеток. Применяют преимущественно в онкологии."
"1588585622-39693","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Пульмонология - раздел клинической медицины, изучающий болезни легких, бронхов и плевры и разрабатывающий методы их диагностики, лечения и профилактики."
"1588585633-39863","https://petroleks.ru/dictionaries/dict_med.php","К","https://petroleks.ru/dictionaries/dict_med10.php","Каверна - полость, возникающая в органе при разрушении его тканей патологическим процессом (преимущественно в легких при туберкулезе)."
"1588585611-39364","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Фосфатазы - ферменты, катализирующие гидролиз эфиров фосфорной кислоты и поддерживающие таким образом уровень фосфатов в организме. Определение фосфатазы в крови используют для диагностики заболеваний, сопровождающихся повышением его активности."
"1588585622-39662","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Прерванное половое сношение  - метод, когда эякуляция во время полового акта происходит вне половых органов женщины."
"1588585618-39513","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Стеноз - врожденное или приобретенное (рубцевание, опухоль) стойкое сужение просвета какого-либо полого органа (пищевода, гортани, кишечника, кровеносного сосуда, трахеи и др.) или отверстия между полостями (например, при пороках сердца); затрудняет продвижение их содержимого."
"1588585613-39371","https://petroleks.ru/dictionaries/dict_med.php","У","https://petroleks.ru/dictionaries/dict_med19.php","Уремия - острое или хроническое самоотравление организма, обусловленное почечной недостаточностью; накопление в крови главным образом токсических продуктов азотистого обмена (азотемия), нарушения кислотно-щелочного и осмотического равновесия. Проявления: вялость, головная боль, рвота, понос, кожный зуд, судороги, кома и др."
"1588585642-39984","https://petroleks.ru/dictionaries/dict_med.php","Е","https://petroleks.ru/dictionaries/dict_med6.php","Еюноскопия — исследование тощей кишки с помощью гибких эндоскопов с волокнистой оптикой."
"1588585629-39773","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Матричная настойка - спиртовая настойка какого-либо растения,  используется в фитотерапии"
"1588585635-39917","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Иммуномодуляторы - вещества, способные изменять иммунобиологический ответ путем прямого или косвенного воздействия на клетки иммунной системы или продукты их жизнедеятельности."
"1588585622-39689","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Психодислептические средства (галлюциногены) - природные и синтетическкие вещества, вызывающие психические расстройства."
"1588585622-39587","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Паратиф - группа близких к брюшному тифу острых инфекционных заболеваний, вызываемых сальмонеллами."
"1588585618-39460","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Синдром - закономерное сочетание симптомов, обусловленное единым патогенезом; рассматривается как самостоятельное заболевание (например, синдром Меньера) или как стадия (форма) каких-либо заболеваний (например, нефротический синдром, уремия при хроническом нефрите)."
"1588585611-39356","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Флюороз  - хроническое заболевание костной системы и зубов, развивающееся при длительном избыточном поступлении в организм фтора и его соединений. Проявления: пятна, эрозии на эмали зубов и др."
"1588585622-39595","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Паркинсонизм  - клинический синдром, обусловленный поражением подкорковых ядер головного мозга при атеросклерозе, энцефалите, травмах, дрожательном параличе (болезнь Паркинсона) и др. Проявляется затруднением движений, скованностью, бедностью мимики, дрожанием рук и ног, нарушением походки и речи и тд."
"1588585622-39574","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Панкреатический сок - пищеварительный сок, выделяемый поджелудочной железой, бесцветная жидкость щелочной реакции. Содержит ферменты, расщепляющие белки, жиры и углеводы, содержит также ряд белков (главным образом глобулины), креатин, мочевину, мочевую кислоту, микроэлементы и др. У человека за сутки выделяется 1,5-2 л."
"1588585635-39947","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Инъекция - впрыскивание, подкожное, внутримышечное, внутривенное и др. введение в ткани (сосуды) организма малых количеств растворов (преимущественно лекарственных средств)."
"1588585635-39942","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Инфекция - внедрение и размножение в организме болезнетворных микроорганизмов, сопровождающееся комплексом реактивных процессов; завершается инфекционным заболеванием, бактерионосительством или гибелью микробов."
"1588585629-39806","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Миозин - белок мышечных волокон, образует с актином основной сократительный элемент мышц-актомиозин. Обладает каталитической активностью: расщепляет аденозинтрифосфорную кислоту (АТФ) с освобождением энергии, которая используется при мышечном сокращении."
"1588585620-39568","https://petroleks.ru/dictionaries/dict_med.php","Р","https://petroleks.ru/dictionaries/dict_med16.php","Розеола  - элемент кожной сыпи: розовато-красное округлое пятно, следствие расширения кровеносных сосудов."
"1588585622-39678","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Протеинотерапия  - подкожное, внутривенное или внутримышечное введение в организм с лечебной целью белоксодержащих веществ (молоко, кровь, сыворотка и др.)."
"1588585618-39528","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Сыворотка крови  - жидкая часть крови без форменных элементов и фибрина, образующаяся при их отделении в процессе свертывания крови вне организма. Количественное соотношение между белками сыворотки крови (альбуминами и глобулинами) имеет диагностическое значение."
"1588585599-39255","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эпителий  - пласт тесно расположенных клеток, покрывающий поверхность организма (например, кожу), выстилающий все полости и выполняющий главным образом защитную, выделительную и всасывающую функции."
"1588585648-40127","https://petroleks.ru/dictionaries/dict_med.php","В","https://petroleks.ru/dictionaries/dict_med3.php","Внутрикожная реакция - кожная проба для установления источника аллергии."
"1588585622-39591","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Парез  - ослабление произвольных движений, неполный паралич."
"1588585601-39268","https://petroleks.ru/dictionaries/dict_med.php","Щ","https://petroleks.ru/dictionaries/dict_med25.php","Щитовидная железа - железа внутренней секреции. Расположена на шее, в области гортанных хрящей. Состоит из двух долей и перешейка. Вырабатывает гормоны тироксин, трииодтиронин, тиреокальцитонин, регулирующие рост и развитие организма (дифференцировку тканей, интенсивность обмена веществ и др.). Поражение щитовидной железы приводит к возникновению некоторых болезней (при повышенной функции - тиреотоксикоз, при сниженной - микседема; в некоторых районах в связи с нехваткой йода в воде и почве распространен т.н. эндемический зоб, т.е. связанный с определенной местностью)."
"1588585607-39297","https://petroleks.ru/dictionaries/dict_med.php","Ц","https://petroleks.ru/dictionaries/dict_med22.php","Цистит - воспаление мочевого пузыря, обычно на почве инфекции, нисходящей - из почек или восходящей - из мочеиспускательного канала. Признаки: частое и болезненное мочеиспускание, гной в моче."
"1588585622-39633","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Пищевод  - отдел пищеварительной системы, расположенный между глоткой и желудком. Сокращаясь, стенки пищевода проталкивают пищевой ком в желудок. Воспаление пищевода - эзофагит."
"1588585622-39652","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Полисахариды  - высокомолекулярные углеводы, образованные остатками моносахаридов (глюкозы, фруктозы и др. или их производных). Присутствуют во всех организмах, выполняют функции запасных (крахмал, гликоген), опорных (целлюлоза, хитин), защитных (камеди, слизи) веществ. Участвуют в иммунных реакциях, обеспечивают сцепление клеток в тканях."
"1588585646-40106","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гранулемы - ограниченное воспалительное разрастание ткани, наблюдается главным образом при инфекционных заболеваниях (например, туберкулез, сифилис, проказа)."
"1588585622-39628","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Пиротерапия - введение в организм с лечебной целью агентов, резко повышающих температуру тела."
"1588585620-39561","https://petroleks.ru/dictionaries/dict_med.php","Р","https://petroleks.ru/dictionaries/dict_med16.php","Ригидность - 1. Функциональное состояние скелетных мышц, выражающееся в чрезмерной их напряженности (сократившись, мышцы длительное время остаются твердыми). Возникает при некоторых нарушениях деятельности центральной нервной системы;
 2. Ригидность психическая - недостаточные подвижность, переключаемость, приспособляемость мышления, установок и др. по отношению к меняющимся требованиям среды. Наблюдается при ряде психических заболеваний."
"1588585609-39315","https://petroleks.ru/dictionaries/dict_med.php","Х","https://petroleks.ru/dictionaries/dict_med21.php","Хорея (виттова пляска) - быстрые, непроизвольные некоординированные движения, подергивания конечностей - признак органического поражения мозга (при ревматизме, наследственном заболевании и тд.)."
"1588585624-39732","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Отхаркивающие средства  - лекарственные вещества, облегчающие выведение (отхаркивание) мокроты путем увеличения секреции бронхиальных желез (размягчение мокроты) или усиления сокращения мускулатуры бронхов."
"1588585622-39585","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Парасимпатическая нервная система - часть вегетативной нервной системы, включающая: нервные клетки продолговатого мозга, среднего мозга и крестцового отдела спинного мозга, отростки которых направляются к внутренним органам. Вместе с симпатической нервной системой участвует в регуляции деятельности всех внутренних органов и желез, вызывая эффекты, противоположные таковым симпатической нервной системы."
"1588585624-39715","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Осморегуляция - физико-химические и физиологические процессы, обеспечивающие относительное постоянство осмотического давления внутренней среды (крови, лимфы, внутриклеточной жидкости) организма. В результате осмотической регуляции осуществляется выведение воды или солей (преимущественно хлористого натрия) из организма, а также задержка и перераспределение их в организме."
"1588585622-39614","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Перикард - околосердечная сумка, сердечная сорочка, образованная серозной оболочкой, в которой расположено сердце. Размеры перикарда позволяют сердцу изменять свой объем в различные фазы сердечного цикла."
"1588585627-39759","https://petroleks.ru/dictionaries/dict_med.php","Н","https://petroleks.ru/dictionaries/dict_med13.php","Нервный центр - совокупность нервных клеток (нейронов), необходимая для регуляции. Состоит из нейронов, образующих узел (ганглий). У человека включает тысячи и даже миллионы нейронов. Большинство функций организма обеспечивается рядом нервных центров, расположенных на различных уровнях центральной нервной системы (например, центральный узел зрительной системы находится в промежуточном, среднем мозге и в коре больших полушарий)."
"1588585618-39498","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Сперма - вырабатывается мужскими половыми железами, состоит из сперматозоидов, жидкости придатка семенника и секрета придаточных половых желез."
"1588585620-39559","https://petroleks.ru/dictionaries/dict_med.php","Р","https://petroleks.ru/dictionaries/dict_med16.php","Рибосомы - внутриклеточные частицы, состоящие из РНК и белков, участвуют в биосинтезе белка. Обнаружены в клетках всех живых организмов."
"1588585629-39799","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Микроцефалия - порок развития, малая величина черепа и мозга при относительно нормальных размерах других частей тела."
"1588585611-39337","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Фибриллы  - нитевидные белковые структуры в клетках и тканях, например, коллагеновые волокна, мышечные - миофибриллы, нервные - нейрофибриллы. В основном опорные структуры, в мышцах - сократительные образования."
"1588585650-40132","https://petroleks.ru/dictionaries/dict_med.php","Б","https://petroleks.ru/dictionaries/dict_med2.php","Базофилы - вид лейкоцитов, образующихся в костном мозге, а также определенные клетки передней доли гипофиза."
"1588585624-39725","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Острое течение заболевания - внезапное начало, заболевание протекает с выраженными характерными для него симптомами, при своевременном лечении заканчивается выздоровлением; может перейти в хроническую форму (т.е. заболевание повторяется затем неоднократно, периодически, однако симптомы могут быть не настолько выраженными, как при остром течении заболевания) или закончиться смертью."
"1588585622-39594","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Париетальный  - пристеночный, тесно связанный со стенкой тела, например, париетальный листок плевры."
"1588585646-40064","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гидрокортизон - гормон, вырабатываемый корой надпочечников (кортикостероид). Участвует в регуляции углеводного, белкового и жирового обмена. Стимулирует распад белков и синтез углеводов в организме. Применяют как противовоспалительное и противоаллергическое средство, а также при его недостаточности в организме."
"1588585616-39389","https://petroleks.ru/dictionaries/dict_med.php","Т","https://petroleks.ru/dictionaries/dict_med18.php","Тирозин  - ароматическая аминокислота, входит в состав многих белков и пептидов (казеин, инсулин и др.). В организме человека - исходное вещество для синтеза гормонов щитовидной железы, адреналина и др. Наследственные нарушения обмена тирозина в организме приводят к тяжелому заболеванию (род слабоумия)."
"1588585622-39650","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Полиартрит - одновременное или последовательное поражение многих суставов при ревматизме, гриппе и других, в том числе обменных (подагра) заболеваниях."
"1588585607-39301","https://petroleks.ru/dictionaries/dict_med.php","Ц","https://petroleks.ru/dictionaries/dict_med22.php","Цитоз - окончание слова, указывающее на увеличение количества клеток крови (лейкоцитоз)."
"1588585607-39296","https://petroleks.ru/dictionaries/dict_med.php","Ц","https://petroleks.ru/dictionaries/dict_med22.php","Цирроз  - сморщивание и деформация органа вследствие разрастания в нем соединительной ткани. Термин ""цирроз"" употребляется и как синоним склероза."
"1588585646-40101","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гомеостаз - относительное динамическое постоянство состава и свойств внутренней среды и устойчивость основных физиологических функций организма."
"1588585644-40004","https://petroleks.ru/dictionaries/dict_med.php","Д","https://petroleks.ru/dictionaries/dict_med5.php","Диатез - аномалия конституции человека, характеризующаяся предрасположением организма к некоторым заболеваниям (например, к проявлениям аллергии при экссудативном диатезе, к кровотечениям при геморрагическом диатезе)."
"1588585646-40067","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гипербарическая оксигенация - лечение кислородом под повышенным давлением в барокамере."
"1588585616-39382","https://petroleks.ru/dictionaries/dict_med.php","Т","https://petroleks.ru/dictionaries/dict_med18.php","Терминальное состояние - конечные стадии жизни - преагония, агония, клиническая смерть; пограничное состояние между жизнью и смертью."
"1588585646-40030","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гематология - раздел медицины, изучающий строение и функции системы крови (самой крови, органов кроветворения и кроверазрушения), причины и механизмы развития болезней крови и разрабатывающий методы их распознавания, лечения и профилактики."
"1588585599-39212","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эволюция  - постепенное, необратимое развитие."
"1588585620-39562","https://petroleks.ru/dictionaries/dict_med.php","Р","https://petroleks.ru/dictionaries/dict_med16.php","Риккетсии - мелкие болезнетворные бактерии, размножающиеся подобно вирусам только в клетках хозяина. Возбудители риккетсиозов человека и животных."
"1588585627-39767","https://petroleks.ru/dictionaries/dict_med.php","Н","https://petroleks.ru/dictionaries/dict_med13.php","Норплант - гестагенный препарат длительного действия. Представляет собой капсулы с гормоном, постепенно выделяющимся в кровь."
"1588585637-39967","https://petroleks.ru/dictionaries/dict_med.php","З","https://petroleks.ru/dictionaries/dict_med8.php","Зоонозы - заразные болезни животных, к возбудителям которых восприимчив и человек (чума, сибирская язва, бешенство и др."
"1588585633-39875","https://petroleks.ru/dictionaries/dict_med.php","К","https://petroleks.ru/dictionaries/dict_med10.php","Коллагенозы (коллагеновые болезни) - условно выделяемая группа заболеваний, характеризующаяся системным заболеванием соединительной ткани, в том числе волокон, содержащих коллаген: системная красная волчанка, склеродермия, артрит и т.д."
"1588585631-39834","https://petroleks.ru/dictionaries/dict_med.php","Л","https://petroleks.ru/dictionaries/dict_med11.php","Латентный период - скрытого протекания заболевания."
"1588585635-39921","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Иммунологическая эффективность прививочного препарата - степень изменения иммунологической структуры населения вследствие введения прививочного препарата, определяемая в контролируемом опыте при помощи иммунологических тестов."
"1588585618-39523","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Сублингвальное введение лекарств - прием медикаментов под язык (с помощью инъекции или в таблетках)."
"1588585622-39598","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Пастозность - нерезко выраженная отечность кожи, определяемая с помощью пальпации."
"1588585618-39428","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Свищ - фистула, патологический канал, соединяющий очаг заболевания (гнойник, опухоль) с поверхностью или какой-либо полостью тела, а также полые органы между собой (например, желудочно-кишечный свищ). Может быть врожденным, в результате воспалительного процесса и др."
"1588585631-39828","https://petroleks.ru/dictionaries/dict_med.php","Л","https://petroleks.ru/dictionaries/dict_med11.php","Лазерная хирургия - применение ""светового скальпеля"" - лазера для стерильного и бескровного рассечения и разрушения тканей преимущественно при глазных болезнях (отслойка сетчатки, глаукома, опухоли сосудистой оболочки глазного яблока), а также в детской хирургии."
"1588585650-40136","https://petroleks.ru/dictionaries/dict_med.php","Б","https://petroleks.ru/dictionaries/dict_med2.php","Баротерапия - использование в лечебных целях повышенного или пониженного давления воздуха. Общая баротерапия проводится в барокамерах. К методам местной баротерапии относятся банки."
"1588585599-39221","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Экссудат - воспалительный выпот, серозная, гнойная, кровянистая или фибринозная жидкость, просачивающаяся из мелких кровеносных сосудов в ткани или полости тела при воспалении (например, при экссудативном плеврите)."
"1588585644-39989","https://petroleks.ru/dictionaries/dict_med.php","Д","https://petroleks.ru/dictionaries/dict_med5.php","Дезодорирующий эффект (от ""дезодорация"") - уничтожение неприятных запахов."
"1588585620-39532","https://petroleks.ru/dictionaries/dict_med.php","Р","https://petroleks.ru/dictionaries/dict_med16.php","Регенерация - восстановление организмом утраченных или поврежденных органов и тканей."
"1588585629-39805","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Миография  - регистрация сокращений мышц с помощью специального прибора - миографа."
"1588585622-39642","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Пневмоаллерген - аллерген, вдыхаемый с воздухом."
"1588585640-39980","https://petroleks.ru/dictionaries/dict_med.php","Ж","https://petroleks.ru/dictionaries/dict_med7.php","Желчь-секрет, вырабатываемый железистыми клетками печени. Содержит воду, соли желчных кислот, пигменты, холестерин, ферменты. Способствует расщеплению и всасыванию жиров, усиливает перестальтику. Печень человека выделяет в сутки до 2 л желчи. Препараты желчи и желчных кислот используются как желчегонные средства (аллохол, дехолин и др.)."
"1588585646-40098","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Глобулярные белки - к ним относятся ферменты, антитела, некоторые гормоны и многие другие белки, выполняющие в организме динамические функции. В молекулах их полипептидные цепи плотно свернуты в компактные шарообразные структуры-глобулы."
"1588585622-39672","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Промежуточный мозг  - часть ствола головного мозга, включающая зрительные бугры (таламус), забугорную область (метаталамус), подбугорную (гипоталамус), надбугорную (эпиталамус) и субталамическую область (субталамус). В промежуточном мозге находятся центры вегетативной нервной системы."
"1588585629-39771","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Матка - орган женской репродуктивной системы. В нем происходит развитие плода. Расположена в полости малого таза между мочевым пузырем спереди и прямой кишкой сзади."
"1588585622-39607","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Пеллагра - заболевание, обусловленное недостатком в организме никотиновой кислоты и некоторых других витаминов группы В; проявляется поражением кожи и слизистых оболочек, поносами, нервно-психическими расстройствами."
"1588585629-39788","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Метеоризм - скопление газов в пищеварительном тракте со вздутием живота, отрыжкой, схваткообразными болями."
"1588585635-39938","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Интерферон - низкомолекулярный защитный белок, синтезируемый в организме и клеточных культурах и подавляющий репродукцию вирусов, а также размножение других внутриклеточных паразитов (риккетсии, малярийный плазмодий и др.); используется для профилактики и лечения вирусных болезней."
