,Definitions,Term,TermLemm,KwMult
665," часть нервной системы, представленная нервными волокнами и нервными узлами, лежащими вне ЦНС.",Периферическая нервная система ,"['периферическ', 'нервн', 'систем']","{'част': 0.0013303892166210425, 'систем': 0.000901231404807803, 'нервн': 0.002078045966457661, 'волокн': 0.006447270819009667, 'узл': 0.0044112905603750354, 'цнс': 0.04190726032356284, 'представлен': 0.04190726032356284, 'лежа': 0.027938173549041892, 'вне': 0.02095363016178142}"
666," острое или хроническое заболевание всего желудочно-кишечного тракта, в том числе при инфекционных болезнях, отравлениях, аллергии, нарушениях обмена веществ, функциональной недостаточности органов пищеварения.",Гастроэнтероколит ,['гастроэнтерокол'],"{'заболеван': 0.00044820599276537796, 'орган': 0.0008916438366715498, 'болезн': 0.0009210386884299525, 'ил': 0.0003934954020991816, 'хроническ': 0.0034922716936302365, 'нарушен': 0.0012894541638019334, 'обм': 0.0017105004213699118, 'веществ': 0.0006705161651770054, 'желудочн': 0.007619501877011425, 'остр': 0.0025398339590038082, 'инфекцион': 0.0016434219734730525, 'кишечн': 0.005587634709808378, 'функциональн': 0.006447270819009667, 'пищеварен': 0.006984543387260473, 'числ': 0.005238407540445355, 'том': 0.006984543387260473, 'аллерг': 0.006447270819009667, 'недостаточн': 0.005587634709808378, 'отравлен': 0.006984543387260473, 'тракт': 0.016762904129425136, 'всег': 0.011973502949589382}"
667, способность вещества смачиваться водой.,Гидрофильность ,['гидрофильн'],"{'способн': 0.0029933757373973454, 'веществ': 0.0006705161651770054, 'вод': 0.004930265920419157, 'смачива': 0.04190726032356284}"
668, группа местных реакций на присутствие чужеродного агента.,Воспаление ,['воспален'],"{'чужеродн': 0.008381452064712568, 'групп': 0.002890155884383644, 'присутств': 0.013969086774520946, 'реакц': 0.0022652573147871804, 'местн': 0.02095363016178142, 'агент': 0.02095363016178142}"
669," микробы, способные в неблагоприятных условиях образовывать защитную оболочку - спору.",Спорообразующие микробы  ,"['спорообраз', 'микроб']","{'оболочк': 0.0013518471072117043, 'способн': 0.0029933757373973454, 'спор': 0.04190726032356284, 'микроб': 0.005986751474794691, 'неблагоприятн': 0.016762904129425136, 'услов': 0.01047681508089071, 'защитн': 0.005587634709808378, 'образовыва': 0.08381452064712568}"
670," инфекционные заболевания (малярия, сыпной тиф), передающиеся от больного (или бактерионосителя) человека здоровому через насекомых, в основном кровососущих.",Трансмиссивные болезни  ,"['трансмиссивн', 'болезн']","{'заболеван': 0.00044820599276537796, 'человек': 0.0011175269419616757, 'ил': 0.0003934954020991816, 'насеком': 0.02095363016178142, 'основн': 0.002095363016178142, 'инфекцион': 0.0016434219734730525, 'больн': 0.005238407540445355, 'маляр': 0.016762904129425136, 'здоров': 0.01047681508089071, 'переда': 0.006447270819009667, 'тиф': 0.013969086774520946, 'сыпн': 0.08381452064712568, 'бактерионосител': 0.08381452064712568, 'кровососущ': 0.08381452064712568}"
671," психическое расстройство, проявляющееся подавленным настроением, тоской, пессимизмом.",Депрессия ,['депресс'],"{'расстройств': 0.006984543387260473, 'психическ': 0.006984543387260473, 'проявля': 0.006984543387260473, 'подавлен': 0.027938173549041892, 'настроен': 0.04190726032356284, 'тоск': 0.08381452064712568, 'пессимизм': 0.08381452064712568}"
672," группа воспалительных заболеваний кишечника, при которых поражена тонкая кишка (энтерит) и толстая кишка (колит). Обусловлены пищевыми отравлениями, инфекциями и др. причинами. Проявления: понос, боли в животе и др.",Энтероколит  ,['энтерокол'],"{'котор': 0.0008640672231662441, 'заболеван': 0.00044820599276537796, 'др': 0.0012994499325135764, 'причин': 0.002890155884383644, 'кишк': 0.003991167649863127, 'кишечник': 0.004930265920419157, 'групп': 0.002890155884383644, 'пищев': 0.011973502949589382, 'инфекц': 0.0038097509385057126, 'пораж': 0.04190726032356284, 'проявлен': 0.0032236354095048336, 'воспалительн': 0.0034922716936302365, 'бол': 0.00364410959335329, 'отравлен': 0.006984543387260473, 'тонк': 0.008381452064712568, 'понос': 0.013969086774520946, 'толст': 0.01047681508089071, 'обусловл': 0.02095363016178142, 'живот': 0.02095363016178142, 'энтер': 0.04190726032356284, 'кол': 0.04190726032356284}"
673," часть кишечника; начинается за тонкой кишкой и заканчивается заднепроходным отверстием. В толстой кишке всасывается вода и формируется кал. У человека подразделяется на слепую, ободочную и прямую кишки. Воспаление - колит.",Толстая кишка  ,"['толст', 'кишк']","{'част': 0.0013303892166210425, 'человек': 0.0011175269419616757, 'прям': 0.005986751474794691, 'кишк': 0.005986751474794691, 'воспален': 0.0013740085351987815, 'кишечник': 0.004930265920419157, 'вод': 0.004930265920419157, 'заднепроходн': 0.02095363016178142, 'заканчива': 0.016762904129425136, 'отверст': 0.007619501877011425, 'формир': 0.04190726032356284, 'кал': 0.013969086774520946, 'тонк': 0.008381452064712568, 'толст': 0.01047681508089071, 'начина': 0.02095363016178142, 'слеп': 0.027938173549041892, 'всасыва': 0.016762904129425136, 'подразделя': 0.04190726032356284, 'кол': 0.04190726032356284, 'ободочн': 0.08381452064712568}"
674," хроническое инфекционное заболевание, проявляющееся в образовании плотных узловых разрастаний слизистой оболочки носа (риносклерома), иногда также гортани и трахеи.",Склерома дыхательных путей ,"['склером', 'дыхательн', 'пут']","{'заболеван': 0.00044820599276537796, 'оболочк': 0.0013518471072117043, 'образован': 0.002793817354904189, 'слизист': 0.0020442566011494067, 'нос': 0.008381452064712568, 'гортан': 0.01047681508089071, 'трах': 0.01047681508089071, 'плотн': 0.008381452064712568, 'хроническ': 0.0034922716936302365, 'такж': 0.0019048754692528563, 'инфекцион': 0.0016434219734730525, 'проявля': 0.006984543387260473, 'разрастан': 0.011973502949589382, 'иногд': 0.009312724516347298, 'узлов': 0.08381452064712568, 'риносклером': 0.08381452064712568}"
675," непарный орган, расположен в брюшной полости. Один из основных резервуаров (""депо"") крови; участвует в кроветворении, обмене веществ; выполняет иммунобиологическую и защитную функции - вырабатывает антитела, задерживает и обезвреживает бактерии и токсины, разрушает отжившие эритроциты и тромбоциты.",Селезенка ,['селезенк'],"{'кров': 0.0005304716496653524, 'эритроцит': 0.004190726032356284, 'тромбоцит': 0.013969086774520946, 'полост': 0.0016762904129425135, 'непарн': 0.04190726032356284, 'располож': 0.004190726032356284, 'вырабатыва': 0.0019955838249315636, 'токсин': 0.006447270819009667, 'бактер': 0.002890155884383644, 'веществ': 0.0006705161651770054, 'основн': 0.002095363016178142, 'выполня': 0.005587634709808378, 'функц': 0.0016434219734730525, 'орга': 0.0013740085351987815, 'участв': 0.002890155884383644, 'антител': 0.004190726032356284, 'обмен': 0.011973502949589382, 'обезврежива': 0.02095363016178142, 'кроветворен': 0.013969086774520946, 'защитн': 0.005587634709808378, 'деп': 0.013969086774520946, 'задержива': 0.027938173549041892, 'брюшн': 0.008381452064712568, 'разруша': 0.02095363016178142, 'резервуар': 0.04190726032356284, 'иммунобиологическ': 0.04190726032356284, 'отж': 0.08381452064712568}"
676," длительное, не сопровождающееся утомлением возбуждение нервных центров и мышц.",Тонус  ,['тонус'],"{'мышц': 0.0017105004213699118, 'нервн': 0.0006926819888192204, 'сопровожда': 0.006447270819009667, 'длительн': 0.006447270819009667, 'возбужден': 0.009312724516347298, 'центр': 0.01047681508089071, 'утомлен': 0.08381452064712568}"
677, азотосодержащая органическая кислота. Входит в состав фосфокреатина - запасного энергетического вещества в клетках мышц и мозга.,Креатин ,['креатин'],"{'мышц': 0.0017105004213699118, 'клетк': 0.0010221283005747033, 'веществ': 0.0006705161651770054, 'органическ': 0.005986751474794691, 'кислот': 0.0023281811290868245, 'мозг': 0.0012699169795019041, 'соста': 0.009312724516347298, 'вход': 0.009312724516347298, 'энергетическ': 0.04190726032356284, 'запасн': 0.027938173549041892, 'азотосодержа': 0.08381452064712568, 'фосфокреатин': 0.08381452064712568}"
678," 1. Невроз, характеризующийся навязчивым состоянием.
 2. Особый склад личности: неуверенность в себе, сомнения, мнительность.",Психастения  ,['психастен'],"{'2': 0.0022652573147871804, 'особ': 0.006447270819009667, 'характериз': 0.004656362258173649, '1': 0.0024651329602095786, 'состоян': 0.0029933757373973454, 'невроз': 0.027938173549041892, 'личност': 0.04190726032356284, 'навязчив': 0.08381452064712568, 'склад': 0.08381452064712568, 'неуверен': 0.08381452064712568, 'себ': 0.04190726032356284, 'сомнен': 0.08381452064712568, 'мнительн': 0.08381452064712568}"
679," мелкие микроорганизмы. Сапрофитные виды обитают на слизистой оболочке рта, а также в пресных водоемах, навозе. Патогенные микроплазмы вызывают болезни человека (например, пневмонию).",Микоплазмы ,['микоплазм'],"{'оболочк': 0.0013518471072117043, 'человек': 0.0011175269419616757, 'мелк': 0.006984543387260473, 'слизист': 0.0020442566011494067, 'болезн': 0.0009210386884299525, 'вызыва': 0.0017105004213699118, 'вид': 0.0023947005899178763, 'обита': 0.02095363016178142, 'водоем': 0.027938173549041892, 'патоген': 0.01047681508089071, 'такж': 0.0019048754692528563, 'например': 0.0008640672231662441, 'пневмон': 0.013969086774520946, 'микроорганизм': 0.005587634709808378, 'рта': 0.011973502949589382, 'сапрофитн': 0.08381452064712568, 'пресн': 0.08381452064712568, 'навоз': 0.08381452064712568, 'микроплазм': 0.08381452064712568}"
680," состояние предельной истощенности, расслабленности, беспомощности.",Прострация ,['прострац'],"{'состоян': 0.0029933757373973454, 'расслаблен': 0.016762904129425136, 'предельн': 0.08381452064712568, 'истощен': 0.04190726032356284, 'беспомощн': 0.08381452064712568}"
681," венерическое заболевание, передается большей частью половым путем.",Сифилис ,['сифилис'],"{'част': 0.0013303892166210425, 'заболеван': 0.00044820599276537796, 'полов': 0.0014704301867916785, 'больш': 0.004190726032356284, 'пут': 0.0023947005899178763, 'переда': 0.006447270819009667, 'венерическ': 0.02095363016178142}"
682," отдел промежуточного мозга (под таламусом), в котором расположены центры вегетативной нервной системы; тесно связан с гипофизом. Нервные клетки гипоталамуса вырабатывают гормоны вазопрессин и окситоцин, а также рилизинг-факторы, стимулирующие или угнетающие секрецию гормонов гипофизом. Гипоталамус регулирует обмен веществ, деятельность пищеварительной, сердечно-сосудистой, выделительной систем и желез внутренней секреции, механизмы сна, бодрствования, эмоции. Осуществляет связь нервной и эндокринной систем.",Гипоталамус ,['гипоталамус'],"{'котор': 0.0008640672231662441, 'сердечн': 0.0029933757373973454, 'клетк': 0.0010221283005747033, 'внутрен': 0.0013096018851113387, 'желез': 0.0007163634243344075, 'систем': 0.000901231404807803, 'располож': 0.004190726032356284, 'гормон': 0.0026192037702226774, 'вырабатыва': 0.0019955838249315636, 'ил': 0.0003934954020991816, 'связа': 0.004656362258173649, 'обм': 0.0017105004213699118, 'веществ': 0.0006705161651770054, 'такж': 0.0019048754692528563, 'отдел': 0.0044112905603750354, 'пищеварительн': 0.006447270819009667, 'вазопрессин': 0.027938173549041892, 'гипоталамус': 0.023947005899178763, 'гипофиз': 0.01047681508089071, 'стимулир': 0.007619501877011425, 'нервн': 0.002078045966457661, 'фактор': 0.006447270819009667, 'мозг': 0.0012699169795019041, 'связ': 0.005986751474794691, 'сосудист': 0.01047681508089071, 'механизм': 0.006447270819009667, 'сист': 0.009860531840838314, 'вегетативн': 0.011973502949589382, 'регулир': 0.003991167649863127, 'осуществля': 0.0044112905603750354, 'центр': 0.01047681508089071, 'секрец': 0.007619501877011425, 'эмоц': 0.04190726032356284, 'деятельн': 0.004656362258173649, 'угнета': 0.02095363016178142, 'эндокрин': 0.005238407540445355, 'тесн': 0.016762904129425136, 'таламус': 0.027938173549041892, 'промежуточн': 0.013969086774520946, 'окситоцин': 0.04190726032356284, 'рилизинг': 0.04190726032356284, 'выделительн': 0.02095363016178142, 'сна': 0.04190726032356284, 'бодрствован': 0.08381452064712568}"
683," вырабатываются органами пищеварения и расщепляют сложные вещества пищи на более простые, легко усвояемые организмом соединения. Белки расщепляются протеазами (трипсин, пепсин и др.), жиры - липазами, углеводы - гликозидазами (амилаза).",Пищеварительные ферменты  ,"['пищеварительн', 'фермент']","{'др': 0.0006497249662567882, 'орган': 0.0008916438366715498, 'организм': 0.0005018833571684172, 'белк': 0.0019048754692528563, 'легк': 0.003104241505449099, 'вырабатыва': 0.0019955838249315636, 'сложн': 0.01047681508089071, 'соединен': 0.00364410959335329, 'веществ': 0.0006705161651770054, 'пищ': 0.005238407540445355, 'пепсин': 0.04190726032356284, 'пищеварен': 0.006984543387260473, 'расщепля': 0.027938173549041892, 'прост': 0.009312724516347298, 'бол': 0.00364410959335329, 'амилаз': 0.04190726032356284, 'жир': 0.005986751474794691, 'углевод': 0.006984543387260473, 'протеаз': 0.04190726032356284, 'усвоя': 0.08381452064712568, 'трипсин': 0.08381452064712568, 'липаз': 0.08381452064712568, 'гликозидаз': 0.08381452064712568}"
684, перемежающаяся контрактура пальцев кисти,Щелкающий палец ,"['щелка', 'палец']","{'контрактур': 0.04190726032356284, 'перемежа': 0.04190726032356284, 'кист': 0.016762904129425136, 'пальц': 0.04190726032356284}"
685," окрашенные азотистые продукты распада гемоглобина. Образуются в печени, выделяясь с желчью в виде билирубина и биливердина. В основном желчные пигменты выводятся с калом, частично с мочой. Повышенное содержание в крови приводит к желтухе.",Желчные пигменты ,"['желчн', 'пигмент']","{'кров': 0.0005304716496653524, 'образ': 0.0010221283005747033, 'вид': 0.0023947005899178763, 'повышен': 0.0029933757373973454, 'основн': 0.002095363016178142, 'выдел': 0.027938173549041892, 'моч': 0.0034922716936302365, 'частичн': 0.016762904129425136, 'гемоглобин': 0.007619501877011425, 'пигмент': 0.007619501877011425, 'содержан': 0.006447270819009667, 'кал': 0.013969086774520946, 'вывод': 0.016762904129425136, 'продукт': 0.003352580825885027, 'печен': 0.0027036942144234087, 'билирубин': 0.027938173549041892, 'распад': 0.01047681508089071, 'желч': 0.007619501877011425, 'привод': 0.007619501877011425, 'желчн': 0.005238407540445355, 'желтух': 0.016762904129425136, 'окрашен': 0.08381452064712568, 'азотист': 0.027938173549041892, 'биливердин': 0.08381452064712568}"
686," звуковой феномен, обусловленный захлопыванием клапана и колебательными движениями клапанов и миокарда при сокращении сердца. Обычно. при аускультации (выслушивании) определяются 2 тона: один во время систолы (сокращении мышц) - систолический, другой во время диастолы (расслаблении мышц) - диастолический тон. Их изменения характерны для пороков сердца, гипертонической болезни и др. заболеваний.",Сердечные тоны ,"['сердечн', 'тон']","{'изменен': 0.005986751474794691, 'заболеван': 0.00044820599276537796, 'мышц': 0.0034210008427398237, 'др': 0.0006497249662567882, 'сокращен': 0.007982335299726254, 'сердц': 0.0034922716936302365, 'клапа': 0.04190726032356284, 'болезн': 0.0009210386884299525, '2': 0.0022652573147871804, 'друг': 0.0015239003754022851, 'характерн': 0.006447270819009667, 'обычн': 0.0034922716936302365, 'обусловлен': 0.002890155884383644, 'врем': 0.011175269419616756, 'гипертоническ': 0.027938173549041892, 'миокард': 0.007619501877011425, 'движен': 0.006447270819009667, 'определя': 0.009312724516347298, 'расслаблен': 0.016762904129425136, 'порок': 0.007619501877011425, 'колебательн': 0.04190726032356284, 'звуков': 0.027938173549041892, 'систол': 0.02095363016178142, 'диастол': 0.027938173549041892, 'аускультац': 0.04190726032356284, 'феном': 0.04190726032356284, 'систолическ': 0.04190726032356284, 'диастолическ': 0.04190726032356284, 'тон': 0.055876347098083784, 'захлопыван': 0.08381452064712568, 'клапан': 0.04190726032356284, 'выслушиван': 0.08381452064712568}"
687," околощитовидные железы внутренней секреции. Расположены на поверхности щитовидной железы. Вырабатывают паратиреоидный гормон (паратгормон), регулирующий обмен кальция и фосфора в организме. Воспаление - паратиреоидит.",Паращитовидные железы ,"['паращитовидн', 'желез']","{'внутрен': 0.0013096018851113387, 'организм': 0.0005018833571684172, 'желез': 0.001432726848668815, 'располож': 0.004190726032356284, 'воспален': 0.0013740085351987815, 'гормон': 0.0013096018851113387, 'вырабатыва': 0.0019955838249315636, 'обм': 0.0017105004213699118, 'щитовидн': 0.004656362258173649, 'кальц': 0.011973502949589382, 'регулир': 0.003991167649863127, 'поверхн': 0.0032236354095048336, 'секрец': 0.0038097509385057126, 'околощитовидн': 0.04190726032356284, 'паратиреоидн': 0.04190726032356284, 'паратгормон': 0.08381452064712568, 'фосфор': 0.04190726032356284, 'паратиреоид': 0.08381452064712568}"
688, определение существа и особенностей болезни на основе всестороннего исследования больного.,Диагноз ,['диагноз'],"{'основ': 0.006447270819009667, 'болезн': 0.0009210386884299525, 'существ': 0.016762904129425136, 'определен': 0.003352580825885027, 'особен': 0.016762904129425136, 'больн': 0.005238407540445355, 'исследован': 0.003104241505449099, 'всесторон': 0.08381452064712568}"
689," скопление крови в полости плевры вследствие внутреннего кровотечения при травме или (реже) раке легкого, туберкулезе и др. заболеваниях. Небольшой гемоторакс проявляется болью в груди, кашлем, при его нарастании возникает одышка, цианоз, нарушение сердечной деятельности.",Гемоторакс ,['гемоторакс'],"{'кров': 0.0005304716496653524, 'заболеван': 0.00044820599276537796, 'др': 0.0006497249662567882, 'сердечн': 0.0029933757373973454, 'внутрен': 0.0013096018851113387, 'ег': 0.0018625449032694595, 'полост': 0.0016762904129425135, 'плевр': 0.009312724516347298, 'легк': 0.003104241505449099, 'небольш': 0.016762904129425136, 'ил': 0.0003934954020991816, 'нарушен': 0.0012894541638019334, 'травм': 0.006984543387260473, 'проявля': 0.006984543387260473, 'одышк': 0.02095363016178142, 'бол': 0.00364410959335329, 'скоплен': 0.008381452064712568, 'реж': 0.01047681508089071, 'возника': 0.0032236354095048336, 'вследств': 0.0038097509385057126, 'кровотечен': 0.007619501877011425, 'деятельн': 0.004656362258173649, 'цианоз': 0.027938173549041892, 'туберкулез': 0.01047681508089071, 'нарастан': 0.04190726032356284, 'гемоторакс': 0.04190726032356284, 'рак': 0.08381452064712568, 'груд': 0.04190726032356284, 'кашл': 0.08381452064712568}"
690," прозрачное, двояковыпуклое тело (линза), расположенное позади зрачка глаза. Преломляет входящие в него лучи, фокусируя их на клетчатке.",Хрусталик ,['хрусталик'],"{'нег': 0.016762904129425136, 'тел': 0.0012699169795019041, 'глаз': 0.0027036942144234087, 'луч': 0.027938173549041892, 'входя': 0.04190726032356284, 'прозрачн': 0.011973502949589382, 'зрачк': 0.02095363016178142, 'расположен': 0.005587634709808378, 'клетчатк': 0.011973502949589382, 'двояковыпукл': 0.08381452064712568, 'линз': 0.08381452064712568, 'позад': 0.08381452064712568, 'преломля': 0.08381452064712568, 'фокусиру': 0.08381452064712568}"
691, редуцированное мужское поколение семенных растений (или мужской организм).,Пыльца ,['пыльц'],"{'организм': 0.0005018833571684172, 'мужск': 0.011973502949589382, 'семен': 0.016762904129425136, 'ил': 0.0003934954020991816, 'растен': 0.008381452064712568, 'поколен': 0.02095363016178142, 'редуцирова': 0.08381452064712568}"
692, скелет головы позвоночных.,Череп ,['череп'],"{'скелет': 0.011973502949589382, 'голов': 0.02095363016178142, 'позвоночн': 0.027938173549041892}"
693," то же, что и Табес.",Спинная сухотка ,"['спин', 'сухотк']",{'табес': 0.08381452064712568}
694, механизмы развития заболеваний и патологических процессов.,Патогенез  ,['патогенез'],"{'заболеван': 0.00044820599276537796, 'развит': 0.0016118177047524168, 'процесс': 0.0016118177047524168, 'механизм': 0.006447270819009667, 'патологическ': 0.003104241505449099}"
695," живое существо, обладающее совокупностью свойств, отличающих его от неживой материй. Большинство организмов имеют клеточное строение. Формирование целостного организма - процесс, состоящий из дифференциации структур (клеток, тканей, органов) и функций и их интеграции.",Организм ,['организм'],"{'орган': 0.0008916438366715498, 'ткан': 0.0005986751474794691, 'ег': 0.0018625449032694595, 'организм': 0.0010037667143368344, 'большинств': 0.013969086774520946, 'жив': 0.003352580825885027, 'имеют': 0.008381452064712568, 'функц': 0.0016434219734730525, 'существ': 0.016762904129425136, 'процесс': 0.0016118177047524168, 'состоя': 0.005238407540445355, 'клеток': 0.0015521207527245495, 'целостн': 0.011973502949589382, 'совокупн': 0.005986751474794691, 'строен': 0.011973502949589382, 'структур': 0.005986751474794691, 'свойств': 0.0044112905603750354, 'облада': 0.009312724516347298, 'клеточн': 0.011973502949589382, 'матер': 0.02095363016178142, 'формирован': 0.013969086774520946, 'отлича': 0.02095363016178142, 'нежив': 0.08381452064712568, 'дифференциац': 0.08381452064712568, 'интеграц': 0.08381452064712568}"
696," структурный белок, присутствующий в эластичной соединительной ткани (связки). По свойствам близок к коллагену.",Эластин ,['эластин'],"{'ткан': 0.0005986751474794691, 'соединительн': 0.00364410959335329, 'присутств': 0.013969086774520946, 'эластичн': 0.016762904129425136, 'свойств': 0.0044112905603750354, 'белок': 0.009312724516347298, 'связк': 0.01047681508089071, 'структурн': 0.013969086774520946, 'близок': 0.08381452064712568, 'коллаген': 0.08381452064712568}"
697,"от греч. ""сжимаю"") - круговая мышца, суживающая или замыкающая при сокращении наружное (например, ротовое) или переходное (например, мочевого пузыря в мочеиспускательном канале) отверстие.",Сфинктер ,['сфинктер'],"{'мышц': 0.0017105004213699118, 'сокращен': 0.003991167649863127, 'мочев': 0.006984543387260473, 'пузыр': 0.0044112905603750354, 'греч': 0.004930265920419157, 'ил': 0.0007869908041983632, 'например': 0.0017281344463324882, 'наружн': 0.006984543387260473, 'отверст': 0.007619501877011425, 'мочеиспускательн': 0.016762904129425136, 'замыка': 0.04190726032356284, 'канал': 0.02095363016178142, 'кругов': 0.04190726032356284, 'ротов': 0.027938173549041892, 'сжима': 0.08381452064712568, 'сужива': 0.08381452064712568, 'переходн': 0.08381452064712568}"
698," внезапный сильный отек кожи, подкожной клетчатки, слизистой оболочки, чаще на лице; держится от нескольких часов до нескольких дней; проявление аллергии. Необходима экстренная помощь.",Отек Квинке ,"['отек', 'квинк']","{'кож': 0.0011973502949589382, 'оболочк': 0.0013518471072117043, 'слизист': 0.0020442566011494067, 'необходим': 0.007619501877011425, 'помощ': 0.0027036942144234087, 'проявлен': 0.0032236354095048336, 'чащ': 0.004930265920419157, 'аллерг': 0.006447270819009667, 'сильн': 0.011973502949589382, 'отек': 0.005986751474794691, 'лиц': 0.011973502949589382, 'внезапн': 0.02095363016178142, 'клетчатк': 0.011973502949589382, 'подкожн': 0.011973502949589382, 'экстрен': 0.04190726032356284, 'нескольк': 0.02095363016178142, 'час': 0.04190726032356284, 'дне': 0.027938173549041892, 'держ': 0.08381452064712568}"
699," общее истощение организма при злокачественных опухолях (раковая кахексия), поражениях гипофиза (гипофизарная кахексия) и других тяжелых заболеваниях.",Кахексия ,['кахекс'],"{'заболеван': 0.00044820599276537796, 'организм': 0.0005018833571684172, 'друг': 0.0015239003754022851, 'гипофиз': 0.005238407540445355, 'поражен': 0.002890155884383644, 'общ': 0.009312724516347298, 'злокачествен': 0.02095363016178142, 'опухол': 0.004656362258173649, 'тяжел': 0.006984543387260473, 'истощен': 0.04190726032356284, 'кахекс': 0.055876347098083784, 'раков': 0.08381452064712568, 'гипофизарн': 0.08381452064712568}"
700," цитостатические средства  - лекарственные вещества, блокирующие деление клеток. Применяют преимущественно в онкологии.",Цитостатики,['цитостатик'],"{'лекарствен': 0.0029933757373973454, 'применя': 0.0027036942144234087, 'веществ': 0.0006705161651770054, 'преимуществен': 0.003104241505449099, 'клеток': 0.0015521207527245495, 'средств': 0.0021490902730032227, 'делен': 0.027938173549041892, 'цитостатическ': 0.08381452064712568, 'блокир': 0.08381452064712568, 'онколог': 0.08381452064712568}"
701," раздел клинической медицины, изучающий болезни легких, бронхов и плевры и разрабатывающий методы их диагностики, лечения и профилактики.",Пульмонология ,['пульмонолог'],"{'диагностик': 0.01047681508089071, 'лечен': 0.0022056452801875177, 'болезн': 0.0009210386884299525, 'профилактик': 0.006984543387260473, 'плевр': 0.009312724516347298, 'легк': 0.003104241505449099, 'бронх': 0.005587634709808378, 'медицин': 0.004190726032356284, 'изуча': 0.004190726032356284, 'разрабатыва': 0.013969086774520946, 'метод': 0.001250962994733219, 'клиническ': 0.005986751474794691, 'раздел': 0.013969086774520946}"
702," полость, возникающая в органе при разрушении его тканей патологическим процессом (преимущественно в легких при туберкулезе).",Каверна ,['каверн'],"{'орган': 0.0008916438366715498, 'ткан': 0.0005986751474794691, 'ег': 0.0018625449032694595, 'полост': 0.0016762904129425135, 'легк': 0.003104241505449099, 'преимуществен': 0.003104241505449099, 'процесс': 0.0016118177047524168, 'разрушен': 0.01047681508089071, 'патологическ': 0.003104241505449099, 'возника': 0.0032236354095048336, 'туберкулез': 0.01047681508089071}"
703," ферменты, катализирующие гидролиз эфиров фосфорной кислоты и поддерживающие таким образом уровень фосфатов в организме. Определение фосфатазы в крови используют для диагностики заболеваний, сопровождающихся повышением его активности.",Фосфатазы ,['фосфатаз'],"{'кров': 0.0005304716496653524, 'заболеван': 0.00044820599276537796, 'диагностик': 0.01047681508089071, 'ег': 0.0018625449032694595, 'образ': 0.0010221283005747033, 'организм': 0.0005018833571684172, 'повышен': 0.0029933757373973454, 'использ': 0.004190726032356284, 'уровен': 0.013969086774520946, 'определен': 0.003352580825885027, 'фермент': 0.002890155884383644, 'кислот': 0.0023281811290868245, 'сопровожда': 0.006447270819009667, 'активн': 0.003991167649863127, 'фосфорн': 0.027938173549041892, 'катализир': 0.011973502949589382, 'фосфат': 0.04190726032356284, 'поддержива': 0.04190726032356284, 'фосфатаз': 0.04190726032356284, 'гидролиз': 0.08381452064712568, 'эфир': 0.08381452064712568}"
704," метод, когда эякуляция во время полового акта происходит вне половых органов женщины.",Прерванное половое сношение  ,"['прерва', 'полов', 'сношен']","{'орган': 0.0008916438366715498, 'полов': 0.002940860373583357, 'когд': 0.008381452064712568, 'метод': 0.001250962994733219, 'врем': 0.005587634709808378, 'женщин': 0.004930265920419157, 'происход': 0.005986751474794691, 'акт': 0.013969086774520946, 'эякуляц': 0.04190726032356284, 'вне': 0.02095363016178142}"
705," врожденное или приобретенное (рубцевание, опухоль) стойкое сужение просвета какого-либо полого органа (пищевода, гортани, кишечника, кровеносного сосуда, трахеи и др.) или отверстия между полостями (например, при пороках сердца); затрудняет продвижение их содержимого.",Стеноз ,['стеноз'],"{'др': 0.0006497249662567882, 'сердц': 0.0017461358468151182, 'кровеносн': 0.003991167649863127, 'сосуд': 0.0017461358468151182, 'полост': 0.0016762904129425135, 'гортан': 0.01047681508089071, 'трах': 0.01047681508089071, 'межд': 0.0034922716936302365, 'ил': 0.0007869908041983632, 'содержим': 0.01047681508089071, 'кишечник': 0.004930265920419157, 'пищевод': 0.006447270819009667, 'орга': 0.0013740085351987815, 'например': 0.0008640672231662441, 'пол': 0.005587634709808378, 'либ': 0.002890155884383644, 'стойк': 0.02095363016178142, 'отверст': 0.007619501877011425, 'сужен': 0.007619501877011425, 'опухол': 0.004656362258173649, 'продвижен': 0.04190726032356284, 'врожден': 0.005238407540445355, 'приобретен': 0.006447270819009667, 'порок': 0.007619501877011425, 'просвет': 0.01047681508089071, 'рубцеван': 0.08381452064712568, 'затрудня': 0.08381452064712568}"
