,Targ,KwMult,KwNorm
804,"Иммунитет клеточный - иммунитет, обусловленный активностью определенных клеток (фагоцитов и др.).","{'др': 0.0006532833073934679, 'клетк': 0.0006196584312776277, 'обусловлива': 0.0024786337251105107, 'определен': 0.003664067245815537, 'иммунитет': 0.004213677332687868, 'активн': 0.004013026031131303, 'клеточн': 0.012039078093393909, 'фагоц': 0.02809118221791912}","{'др': 0.011713336523794561, 'клетк': 0.011110444202716901, 'обусловлива': 0.044441776810867605, 'определен': 0.06569653963345645, 'иммунитет': 0.0755510205784749, 'активн': 0.07195335293188088, 'клеточн': 0.21586005879564263, 'фагоц': 0.5036734705231661}"
805,"Лимфа - бесцветная жидкость, образующаяся из плазмы крови путем ее фильтрации в межтканевые пространства и оттуда в лимфатическую систему. Обеспечивает обмен веществ между кровью и тканями организма. В лимфатической системе человека 1-2 л лимфы.","{'плазм': 0.007661231513977942, 'кров': 0.0005333768775554263, 'ткан': 0.0006019539046696954, 'е': 0.0018320336229077686, 'образовыва': 0.001478483274627322, 'организм': 0.0005046320158907626, 'человек': 0.0010404141562192267, 'систем': 0.0007661231513977942, 'межд': 0.00351139777723989, 'обеспечива': 0.003830615756988971, 'жидкост': 0.002217724911940983, 'пространств': 0.01685470933075147, '2': 0.0022776634230745234, 'обм': 0.001652422483407007, 'веществ': 0.0006741883732300589, 'оттуд': 0.04213677332687868, 'пут': 0.0024078156186787816, 'лимфатическ': 0.003009769523348477, 'лимф': 0.005267096665859835, 'фильтрац': 0.04213677332687868, 'бесцветн': 0.012039078093393909, '1': 0.0024786337251105107, 'л': 0.01404559110895956, 'межтканев': 0.08427354665375736}","{'плазм': 0.030626332895699437, 'е': 0.0073236883011455174, 'образовыва': 0.005910344944784102, 'человек': 0.004159131627811035, 'межд': 0.014037069243862242, 'обеспечива': 0.015313166447849719, 'жидкост': 0.008865517417176153, 'пространств': 0.06737793237053875, '2': 0.009105125996018752, 'обм': 0.0066056796441704676, 'оттуд': 0.1684448309263469, 'пут': 0.009625418910076965, 'лимфатическ': 0.012031773637596208, 'лимф': 0.021055603865793363, 'фильтрац': 0.1684448309263469, 'бесцветн': 0.04812709455038483, '1': 0.009908519466255702, 'л': 0.05614827697544897, 'межтканев': 0.3368896618526938}"
806,"Геморрагия - истечение крови из сосудов при нарушении целостности, проницаемости их стенок.","{'кров': 0.0005333768775554263, 'стенк': 0.003830615756988971, 'их': 0.001478483274627322, 'сосуд': 0.001755698888619945, 'нарушен': 0.0012965161023654978, 'целостн': 0.012039078093393909, 'геморраг': 0.08427354665375736, 'истечен': 0.08427354665375736, 'проницаем': 0.08427354665375736}","{'стенк': 0.014020208209687392, 'их': 0.005411308431809168, 'сосуд': 0.006425928762773387, 'нарушен': 0.004745301240201886, 'целостн': 0.04406351151616037, 'геморраг': 0.3084445806131226, 'истечен': 0.3084445806131226, 'проницаем': 0.3084445806131226}"
807,"Экскременты - твердые и жидкие испражнения (кал, моча).","{'жидк': 0.008427354665375735, 'моч': 0.0016206451279568723, 'кал': 0.01404559110895956, 'тверд': 0.02106838666343934, 'экскремент': 0.04213677332687868, 'испражнен': 0.08427354665375736}","{'жидк': 0.0491183879093199, 'моч': 0.009445843828715366, 'кал': 0.0818639798488665, 'тверд': 0.12279596977329975, 'экскремент': 0.2455919395465995, 'испражнен': 0.491183879093199}"
808,"Некроз - омертвение ткани под влиянием нарушения кровообращения, химического или термического воздействия, травмы и др. Зона некроза имеет четкие границы, впоследствии отторгается или подвергается гнойному расплавлению; на месте дефекта ткани образуется рубец.","{'др': 0.0006532833073934679, 'ткан': 0.0006019539046696954, 'образовыва': 0.001478483274627322, 'имет': 0.00312124246865768, 'ил': 0.0003956504537735087, 'нарушен': 0.0012965161023654978, 'впоследств': 0.02809118221791912, 'химическ': 0.0032412902559137446, 'травм': 0.00702279555447978, 'воздейств': 0.003830615756988971, 'мест': 0.01685470933075147, 'влиян': 0.00702279555447978, 'кровообращен': 0.006019539046696954, 'границ': 0.02809118221791912, 'гнойн': 0.01053419333171967, 'четк': 0.02809118221791912, 'зон': 0.02809118221791912, 'расплавлен': 0.04213677332687868, 'отторга': 0.04213677332687868, 'рубец': 0.02106838666343934, 'омертвен': 0.04213677332687868, 'дефект': 0.012039078093393909, 'некроз': 0.04213677332687868, 'термическ': 0.08427354665375736, 'подверга': 0.04213677332687868}","{'образовыва': 0.002951937701433848, 'имет': 0.006231868480804791, 'нарушен': 0.002588622292026605, 'впоследств': 0.05608681632724311, 'химическ': 0.006471555730066514, 'травм': 0.014021704081810778, 'воздейств': 0.007648202226442243, 'мест': 0.03365208979634587, 'влиян': 0.014021704081810778, 'кровообращен': 0.012018603498694954, 'границ': 0.05608681632724311, 'гнойн': 0.021032556122716168, 'четк': 0.05608681632724311, 'зон': 0.05608681632724311, 'расплавлен': 0.08413022449086467, 'отторга': 0.08413022449086467, 'рубец': 0.042065112245432336, 'омертвен': 0.08413022449086467, 'дефект': 0.02403720699738991, 'некроз': 0.08413022449086467, 'термическ': 0.16826044898172934, 'подверга': 0.08413022449086467}"
809,"Симптоматическая терапия  - симптоматическое лечение, направленное на устранение отдельных проявлений (симптомов) заболевания (например, назначение обезболивающих средств).","{'заболеван': 0.0004506606772928201, 'лечен': 0.002217724911940983, 'например': 0.0008687994500387356, 'терап': 0.01053419333171967, 'назначен': 0.02809118221791912, 'проявлен': 0.0032412902559137446, 'средств': 0.002160860170609163, 'направля': 0.00936372740597304, 'симпт': 0.006019539046696954, 'отдельн': 0.012039078093393909, 'устранен': 0.04213677332687868, 'обезболива': 0.04213677332687868, 'симптоматическ': 0.04213677332687868}","{'заболеван': 0.0022376690663406273, 'лечен': 0.01101168724751835, 'например': 0.004313856859852549, 'терап': 0.052305514425712164, 'назначен': 0.1394813718018991, 'проявлен': 0.016094004438680667, 'средств': 0.010729336292453777, 'направля': 0.046493790600633036, 'симпт': 0.029888865386121236, 'отдельн': 0.05977773077224247, 'устранен': 0.20922205770284866, 'обезболива': 0.20922205770284866, 'симптоматическ': 0.20922205770284866}"
810,"Экстрасистолия  - аритмия сердца, характеризующаяся преждевременным его сокращением, за которым следует удлиненная (компенсаторная) пауза, что создает ощущение ""перебоя"".","{'котор': 0.0008687994500387356, 'сокращен': 0.004013026031131303, 'сердц': 0.001755698888619945, 'ег': 0.002160860170609163, 'характеризова': 0.003664067245815537, 'аритм': 0.02809118221791912, 'ощущен': 0.00936372740597304, 'следова': 0.04213677332687868, 'создава': 0.02809118221791912, 'компенсаторн': 0.04213677332687868, 'экстрасистол': 0.08427354665375736, 'преждевремен': 0.08427354665375736, 'удлинен': 0.08427354665375736, 'пауз': 0.08427354665375736, 'переб': 0.08427354665375736}","{'котор': 0.001488562859067598, 'сокращен': 0.006875742729978905, 'сердц': 0.003008137444365771, 'ег': 0.0037023230084501798, 'характеризова': 0.006277852057806827, 'аритм': 0.048130199109852334, 'ощущен': 0.01604339970328411, 'следова': 0.0721952986647785, 'создава': 0.048130199109852334, 'компенсаторн': 0.0721952986647785, 'экстрасистол': 0.144390597329557, 'преждевремен': 0.144390597329557, 'удлинен': 0.144390597329557, 'пауз': 0.144390597329557, 'переб': 0.144390597329557}"
811,"Моноцитоз - увеличение числа моноцитов в крови, встречается при многих инфекционных заболеваниях.","{'кров': 0.0005333768775554263, 'заболеван': 0.0004506606772928201, 'мног': 0.00468186370298652, 'инфекцион': 0.001652422483407007, 'числ': 0.005267096665859835, 'увеличен': 0.00351139777723989, 'встреча': 0.01685470933075147, 'моноц': 0.01685470933075147, 'моноцитоз': 0.08427354665375736}","{'мног': 0.035176659251978694, 'инфекцион': 0.012415291500698361, 'числ': 0.039573741658476026, 'увеличен': 0.02638249443898402, 'встреча': 0.12663597330712328, 'моноц': 0.12663597330712328, 'моноцитоз': 0.6331798665356164}"
812,Резистентность - сопротивляемость.,"{'резистентн': 0.08427354665375736, 'сопротивляем': 0.08427354665375736}","{'резистентн': 0.5, 'сопротивляем': 0.5}"
813,"Нейролептические средства - лекарственные вещества, оказывающие угнетающее влияние на функции центральной нервной системы и способные устранять или ослаблять некоторые симптомы психозов (бред, галлюцинации).","{'лекарствен': 0.003009769523348477, 'систем': 0.0007661231513977942, 'ил': 0.0003956504537735087, 'способн': 0.0029059843673709435, 'веществ': 0.0006741883732300589, 'некотор': 0.0016854709330751472, 'функц': 0.001652422483407007, 'нервн': 0.0006964755921798129, 'средств': 0.002160860170609163, 'бред': 0.04213677332687868, 'влиян': 0.00702279555447978, 'оказыва': 0.01053419333171967, 'нейролептическ': 0.04213677332687868, 'симпт': 0.006019539046696954, 'угнета': 0.02106838666343934, 'центральн': 0.002809118221791912, 'психоз': 0.04213677332687868, 'устраня': 0.02809118221791912, 'ослабля': 0.04213677332687868, 'галлюцинац': 0.08427354665375736}","{'лекарствен': 0.00885798549811359, 'способн': 0.00855253772231657, 'некотор': 0.004960471878943611, 'функц': 0.00486320772445452, 'средств': 0.006359579331978988, 'бред': 0.12401179697359026, 'влиян': 0.02066863282893171, 'оказыва': 0.031002949243397564, 'нейролептическ': 0.12401179697359026, 'симпт': 0.01771597099622718, 'угнета': 0.06200589848679513, 'центральн': 0.008267453131572684, 'психоз': 0.12401179697359026, 'устраня': 0.08267453131572684, 'ослабля': 0.12401179697359026, 'галлюцинац': 0.24802359394718052}"
814,"Гамма-глобулин - фракция белков плазмы крови. 1. Лекарственный препарат, содержащий противобактериальные и противовирусные антитела, применяется с лечебной и профилактической целями. 2. Показатель биохимических исследований крови, который меняется при различных заболеваниях.","{'плазм': 0.007661231513977942, 'кров': 0.0005333768775554263, 'котор': 0.0008687994500387356, 'различн': 0.00234093185149326, 'заболеван': 0.0004506606772928201, 'лекарствен': 0.003009769523348477, 'препарат': 0.0026335483329299175, 'белок': 0.002055452357408716, '2': 0.0022776634230745234, 'содержа': 0.0020065130155656513, 'цел': 0.00351139777723989, 'применя': 0.002718501504959915, 'лечебн': 0.0049572674502210215, 'антител': 0.004213677332687868, '1': 0.0024786337251105107, 'исследован': 0.00312124246865768, 'гамм': 0.01685470933075147, 'глобулин': 0.007661231513977942, 'профилактическ': 0.02106838666343934, 'показател': 0.02809118221791912, 'биохимическ': 0.012039078093393909, 'меня': 0.02106838666343934, 'фракц': 0.08427354665375736, 'противобактериальн': 0.08427354665375736, 'противовирусн': 0.08427354665375736}","{'плазм': 0.018988908083218146, 'котор': 0.002153381329024738, 'различн': 0.0058021663587611, 'лекарствен': 0.007459928175549985, 'препарат': 0.006527437153606238, 'белок': 0.005094585095497551, '2': 0.005645351051767557, 'содержа': 0.004973285450366657, 'цел': 0.008703249538141649, 'применя': 0.006737999642432245, 'лечебн': 0.012286940524435271, 'антител': 0.01044389944576998, '1': 0.0061434702622176355, 'исследован': 0.0077362218116814666, 'гамм': 0.04177559778307992, 'глобулин': 0.018988908083218146, 'профилактическ': 0.0522194972288499, 'показател': 0.06962599630513319, 'биохимическ': 0.02983971270219994, 'меня': 0.0522194972288499, 'фракц': 0.2088779889153996, 'противобактериальн': 0.2088779889153996, 'противовирусн': 0.2088779889153996}"
815,"Гиперплазия - увеличение числа структурных элементов тканей (клеток, волокон) из-за их избыточного образования. Например, при усилении функции органа, воспалении, предраке.","{'элемент': 0.003664067245815537, 'клетк': 0.0006196584312776277, 'их': 0.001478483274627322, 'орга': 0.000543700300991983, 'ткан': 0.0006019539046696954, 'образован': 0.002809118221791912, 'воспален': 0.0013815335517009403, 'функц': 0.001652422483407007, 'например': 0.0008687994500387356, 'волокн': 0.00351139777723989, 'числ': 0.005267096665859835, 'увеличен': 0.00351139777723989, 'избыточн': 0.012039078093393909, 'усилен': 0.012039078093393909, 'структурн': 0.01404559110895956, 'гиперплаз': 0.08427354665375736, 'предрак': 0.08427354665375736}","{'элемент': 0.01587446549277614, 'их': 0.006405486076032477, 'образован': 0.012170423544461706, 'воспален': 0.005985454202194282, 'функц': 0.007159072673212769, 'например': 0.0037640485189056826, 'волокн': 0.015213029430577134, 'числ': 0.022819544145865702, 'увеличен': 0.015213029430577134, 'избыточн': 0.05215895804769303, 'усилен': 0.05215895804769303, 'структурн': 0.06085211772230854, 'гиперплаз': 0.36511270633385123, 'предрак': 0.36511270633385123}"
816,"Гемосидероз - отложение в коже бурого пигмента гемосидерина. Самостоятельный хронический дерматоз неясной этиологии или исход других заболеваний кожи, осложнение некоторых болезней внутренних органов.","{'заболеван': 0.0004506606772928201, 'кож': 0.0012039078093393908, 'орга': 0.000543700300991983, 'внутрен': 0.0013167741664649587, 'болезн': 0.0009260829302610698, 'друг': 0.0015322463027955884, 'ил': 0.0003956504537735087, 'хроническ': 0.00351139777723989, 'некотор': 0.0016854709330751472, 'этиолог': 0.02106838666343934, 'пигмент': 0.007661231513977942, 'дерматоз': 0.02809118221791912, 'осложнен': 0.01404559110895956, 'отложен': 0.02106838666343934, 'исход': 0.02809118221791912, 'самостоятельн': 0.04213677332687868, 'гемосидероз': 0.08427354665375736, 'бур': 0.08427354665375736, 'гемосидерин': 0.08427354665375736, 'неясн': 0.04213677332687868}","{'кож': 0.0025763279377204245, 'внутрен': 0.0028178586818817146, 'болезн': 0.0019817907213234036, 'друг': 0.003278962829825995, 'хроническ': 0.007514289818351239, 'некотор': 0.0036068591128085945, 'этиолог': 0.045085738910107434, 'пигмент': 0.016394814149129976, 'дерматоз': 0.06011431854680991, 'осложнен': 0.030057159273404955, 'отложен': 0.045085738910107434, 'исход': 0.06011431854680991, 'самостоятельн': 0.09017147782021487, 'гемосидероз': 0.18034295564042974, 'бур': 0.18034295564042974, 'гемосидерин': 0.18034295564042974, 'неясн': 0.09017147782021487}"
817,Тромб  - сгусток крови (лимфы) в кровеносном (лимфатическом) сосуде.,"{'кров': 0.0005333768775554263, 'кровеносн': 0.004013026031131303, 'сосуд': 0.001755698888619945, 'сгусток': 0.04213677332687868, 'лимфатическ': 0.003009769523348477, 'лимф': 0.005267096665859835, 'тромб': 0.02106838666343934}","{'кров': 0.006857142857142857, 'кровеносн': 0.05159183673469387, 'сосуд': 0.02257142857142857, 'сгусток': 0.5417142857142857, 'лимфатическ': 0.038693877551020404, 'лимф': 0.06771428571428571, 'тромб': 0.27085714285714285}"
818,"Вегетативная нервная система - часть периной системы, регулирующая деятельность внутренних органов и систем - кровообращение, дыхание, пищеварение, выделение, размножение и др., обмен веществ и функциональное состояние (возбудимость, работоспособность) тканей организма. Делится на симпатическую и парасимпатическую системы.","{'част': 0.001053419333171967, 'др': 0.0006532833073934679, 'орга': 0.000543700300991983, 'ткан': 0.0006019539046696954, 'внутрен': 0.0013167741664649587, 'организм': 0.0005046320158907626, 'систем': 0.0007661231513977942, 'обм': 0.001652422483407007, 'веществ': 0.0006741883732300589, 'размножен': 0.012039078093393909, 'нервн': 0.0006964755921798129, 'функциональн': 0.006482580511827489, 'пищеварен': 0.00702279555447978, 'дыхан': 0.005267096665859835, 'вегетативн': 0.012039078093393909, 'выделен': 0.005618236443583824, 'регулирова': 0.003664067245815537, 'кровообращен': 0.006019539046696954, 'состоян': 0.003009769523348477, 'деятельн': 0.00468186370298652, 'симпатическ': 0.012039078093393909, 'возбудим': 0.02106838666343934, 'дел': 0.04213677332687868, 'парасимпатическ': 0.04213677332687868, 'перин': 0.08427354665375736, 'работоспособн': 0.08427354665375736}","{'част': 0.0029607494472333185, 'внутрен': 0.003700936809041648, 'обм': 0.004644312858405206, 'размножен': 0.033837136539809354, 'функциональн': 0.018219996598358885, 'пищеварен': 0.019738329648222124, 'дыхан': 0.014803747236166592, 'вегетативн': 0.033837136539809354, 'выделен': 0.015790663718577697, 'регулирова': 0.0102982589468985, 'кровообращен': 0.016918568269904677, 'состоян': 0.008459284134952338, 'деятельн': 0.013158886432148083, 'симпатическ': 0.033837136539809354, 'возбудим': 0.05921498894466637, 'дел': 0.11842997788933274, 'парасимпатическ': 0.11842997788933274, 'перин': 0.23685995577866548, 'работоспособн': 0.23685995577866548}"
819,"Иррадиация, иррадиировать - передавать, отдавать. Например, боль в ухе с иррадиацией (отдачей) в голову.","{'ух': 0.006482580511827489, 'например': 0.0008687994500387356, 'бол': 0.003830615756988971, 'передава': 0.0049572674502210215, 'голов': 0.02106838666343934, 'иррадиац': 0.04213677332687868, 'иррадиирова': 0.08427354665375736, 'отдава': 0.08427354665375736, 'отдач': 0.08427354665375736}","{'ух': 0.019516141917286914, 'например': 0.002615565411595153, 'бол': 0.011532265678396813, 'передава': 0.014924108524984112, 'голов': 0.06342746123118247, 'иррадиац': 0.12685492246236493, 'иррадиирова': 0.25370984492472987, 'отдава': 0.25370984492472987, 'отдач': 0.25370984492472987}"
820,"Иммунитет - невосприимчивость организма к инфекционным агентам и чужеродным веществам. Обеспечивается защитными свойствами хожи и слизистых оболочек, клетками иммунной системы и тд. Естественный, или врожденный, иммунитет обусловлен наследственно закрепленными особенностями организма. Приобретенный активный иммунитет возникает после перенесенного заболевания или введения вакцин. Приобретенный пассивный иммунитет развивается при искусственном введении антител, при передаче антител ребенку с молоком матери.","{'заболеван': 0.0004506606772928201, 'тд': 0.006019539046696954, 'клетк': 0.0006196584312776277, 'оболочк': 0.0012039078093393908, 'развива': 0.004213677332687868, 'организм': 0.0005046320158907626, 'слизист': 0.002055452357408716, 'систем': 0.0007661231513977942, 'обеспечива': 0.003830615756988971, 'ил': 0.0003956504537735087, 'веществ': 0.0006741883732300589, 'введен': 0.00312124246865768, 'чужеродн': 0.008427354665375735, 'инфекцион': 0.001652422483407007, 'наследствен': 0.004213677332687868, 'передач': 0.012039078093393909, 'обусловлива': 0.0024786337251105107, 'особен': 0.01685470933075147, 'антител': 0.004213677332687868, 'посл': 0.0026335483329299175, 'иммунитет': 0.004213677332687868, 'свойств': 0.004435449823881966, 'искусствен': 0.006482580511827489, 'возника': 0.003009769523348477, 'активн': 0.004013026031131303, 'вакцин': 0.02106838666343934, 'пассивн': 0.02106838666343934, 'перенест': 0.02809118221791912, 'врожден': 0.005267096665859835, 'приобрета': 0.006482580511827489, 'ребенок': 0.02106838666343934, 'защитн': 0.005618236443583824, 'иммун': 0.007661231513977942, 'агент': 0.02106838666343934, 'естествен': 0.012039078093393909, 'молок': 0.02106838666343934, 'мат': 0.04213677332687868, 'невосприимчив': 0.08427354665375736, 'хож': 0.08427354665375736, 'закрепля': 0.08427354665375736}","{'тд': 0.010738231708927378, 'оболочк': 0.0021476463417854754, 'развива': 0.007516762196249163, 'слизист': 0.0036667132664630064, 'обеспечива': 0.00683342017840833, 'введен': 0.005567971997221603, 'чужеродн': 0.015033524392498327, 'инфекцион': 0.0029477498808820253, 'наследствен': 0.007516762196249163, 'передач': 0.021476463417854755, 'обусловлива': 0.004421624821323038, 'особен': 0.030067048784996653, 'антител': 0.007516762196249163, 'посл': 0.004697976372655727, 'иммунитет': 0.007516762196249163, 'свойств': 0.007912381259209646, 'искусствен': 0.011564249532691022, 'возника': 0.005369115854463689, 'активн': 0.007158821139284918, 'вакцин': 0.037583810981245816, 'пассивн': 0.037583810981245816, 'перенест': 0.050111747974994424, 'врожден': 0.009395952745311454, 'приобрета': 0.011564249532691022, 'ребенок': 0.037583810981245816, 'защитн': 0.010022349594998885, 'иммун': 0.01366684035681666, 'агент': 0.037583810981245816, 'естествен': 0.021476463417854755, 'молок': 0.037583810981245816, 'мат': 0.07516762196249163, 'невосприимчив': 0.15033524392498326, 'хож': 0.15033524392498326, 'закрепля': 0.15033524392498326}"
821,Эксикоз - обезвоживание организма.,"{'организм': 0.0005046320158907626, 'обезвоживан': 0.04213677332687868, 'эксикоз': 0.08427354665375736}","{'обезвоживан': 0.3333333333333333, 'эксикоз': 0.6666666666666666}"
822,"Шистосоматозы (шистосомозы, бильгарцитозы) — группа тропических гельминтозов, относящихся к трематодозам.","{'групп': 0.0029059843673709435, 'относ': 0.003830615756988971, 'шистосоматоз': 0.08427354665375736, 'шистосомоз': 0.08427354665375736, 'бильгарцитоз': 0.08427354665375736, 'тропическ': 0.08427354665375736, 'гельминтоз': 0.04213677332687868, 'трематодоз': 0.08427354665375736}","{'групп': 0.006179775280898877, 'относ': 0.008146067415730339, 'шистосоматоз': 0.17921348314606744, 'шистосомоз': 0.17921348314606744, 'бильгарцитоз': 0.17921348314606744, 'тропическ': 0.17921348314606744, 'гельминтоз': 0.08960674157303372, 'трематодоз': 0.17921348314606744}"
823,"Шок — патологический процесс, развивающийся вследствие расстройств нейрогуморальной регуляции, вызванных экстремальными воздействиями.","{'вызыва': 0.0014529921836854717, 'развива': 0.004213677332687868, 'процесс': 0.0016206451279568723, 'расстройств': 0.00702279555447978, 'воздейств': 0.003830615756988971, 'патологическ': 0.00312124246865768, 'вследств': 0.003830615756988971, 'регуляц': 0.006019539046696954, 'шок': 0.01404559110895956, 'нейрогуморальн': 0.04213677332687868, 'экстремальн': 0.08427354665375736}","{'вызыва': 0.008468898005758927, 'развива': 0.024559804216700884, 'процесс': 0.009446078544884957, 'расстройств': 0.04093300702783481, 'воздейств': 0.022327094742455353, 'патологическ': 0.018192447567926585, 'вследств': 0.022327094742455353, 'регуляц': 0.035085434595286985, 'шок': 0.08186601405566962, 'нейрогуморальн': 0.24559804216700887, 'экстремальн': 0.49119608433401774}"
824,Цитоплазма  - внеядерная часть протоплазмы клеток.,"{'част': 0.001053419333171967, 'клетк': 0.0006196584312776277, 'протоплазм': 0.02809118221791912, 'цитоплазм': 0.02809118221791912, 'внеядерн': 0.08427354665375736}","{'част': 0.007444168734491315, 'протоплазм': 0.19851116625310175, 'цитоплазм': 0.19851116625310175, 'внеядерн': 0.5955334987593053}"
825,"Гепатит В - инфекционное заболевание, передающееся, в частности, половым путем.","{'заболеван': 0.0004506606772928201, 'полов': 0.001478483274627322, 'частност': 0.01685470933075147, 'инфекцион': 0.001652422483407007, 'пут': 0.0024078156186787816, 'передава': 0.0049572674502210215, 'гепат': 0.01685470933075147}","{'заболеван': 0.010091812732377267, 'полов': 0.033108227736044715, 'частност': 0.3774337961909098, 'инфекцион': 0.03700331335204998, 'пут': 0.05391911374155854, 'передава': 0.11100994005614995, 'гепат': 0.3774337961909098}"
826,"Птоз - 1. Опущение верхнего века вследствие паралича мышцы, поднимающей его; 2. Термин ""птоз"" с прибавлением названия органа обозначает опущение данного органа (нефроптоз или птоз почки -- опущение почки).","{'мышц': 0.0017198682990562726, 'орга': 0.000543700300991983, '2': 0.0022776634230745234, 'ил': 0.0003956504537735087, 'почк': 0.003830615756988971, 'дан': 0.012039078093393909, 'назван': 0.00936372740597304, 'вследств': 0.003830615756988971, 'обознача': 0.04213677332687868, '1': 0.0024786337251105107, 'термин': 0.02106838666343934, 'век': 0.02106838666343934, 'подыма': 0.04213677332687868, 'паралич': 0.02809118221791912, 'птоз': 0.02809118221791912, 'опущен': 0.02809118221791912, 'верхн': 0.04213677332687868, 'прибавлен': 0.08427354665375736, 'нефроптоз': 0.08427354665375736}","{'мышц': 0.0037641462635373273, '2': 0.0049849504571170015, 'почк': 0.00838378031424223, 'дан': 0.02634902384476129, 'назван': 0.020493685212592115, 'вследств': 0.00838378031424223, 'обознача': 0.09222158345666452, '1': 0.005424799026862619, 'термин': 0.04611079172833226, 'век': 0.04611079172833226, 'подыма': 0.09222158345666452, 'паралич': 0.061481055637776345, 'птоз': 0.061481055637776345, 'опущен': 0.061481055637776345, 'верхн': 0.09222158345666452, 'прибавлен': 0.18444316691332904, 'нефроптоз': 0.18444316691332904}"
827,"Иммунитет естественный - иммунитет, сформированный наследственно или в результате перенесенного инфекционного процесса.","{'результат': 0.0049572674502210215, 'ил': 0.0003956504537735087, 'инфекцион': 0.001652422483407007, 'наследствен': 0.004213677332687868, 'процесс': 0.0016206451279568723, 'иммунитет': 0.004213677332687868, 'перенест': 0.02809118221791912, 'естествен': 0.012039078093393909, 'сформировыва': 0.08427354665375736}","{'результат': 0.03514259784896407, 'инфекцион': 0.011714199282988022, 'наследствен': 0.029871208171619455, 'процесс': 0.011488926219853637, 'иммунитет': 0.029871208171619455, 'перенест': 0.19914138781079638, 'естествен': 0.08534630906176988, 'сформировыва': 0.5974241634323891}"
828,Гастроэнтерит - воспалительное заболевание желудка и тонкой кишки.,"{'заболеван': 0.0004506606772928201, 'кишк': 0.0019598499221804037, 'желудок': 0.0049572674502210215, 'воспалительн': 0.00351139777723989, 'тонк': 0.007661231513977942, 'гастроэнтер': 0.08427354665375736}","{'кишк': 0.019146022550328698, 'желудок': 0.048428174686125536, 'воспалительн': 0.03430329040267225, 'тонк': 0.07484354269673946, 'гастроэнтер': 0.823278969664134}"
829,"Спонтанность (спонтанный) - самопроизвольность, самодвижение, вызванное не внешними факторами, а внутренними причинами.","{'вызыва': 0.0014529921836854717, 'причин': 0.0029059843673709435, 'внутрен': 0.0013167741664649587, 'фактор': 0.006482580511827489, 'внешн': 0.00702279555447978, 'самопроизвольн': 0.04213677332687868, 'спонтан': 0.08427354665375736, 'спонта': 0.04213677332687868, 'самодвижен': 0.08427354665375736}","{'вызыва': 0.0053418483308864135, 'причин': 0.010683696661772827, 'внутрен': 0.004841050049865812, 'фактор': 0.02383286178395477, 'внешн': 0.025818933599284333, 'самопроизвольн': 0.154913601595706, 'спонтан': 0.309827203191412, 'спонта': 0.154913601595706, 'самодвижен': 0.309827203191412}"
830,"Холангит  - воспаление желчных протоков (преимущественно) при распространении воспалительного процесса из желчного пузыря, желудочно-кишечного тракта или в связи с инфекционным заболеванием. Проявления: боли в области печени, высокая температура, желтуха и др.","{'заболеван': 0.0004506606772928201, 'др': 0.0006532833073934679, 'област': 0.00351139777723989, 'пузыр': 0.004435449823881966, 'воспален': 0.0013815335517009403, 'ил': 0.0003956504537735087, 'высок': 0.005267096665859835, 'температур': 0.003009769523348477, 'желудочн': 0.007661231513977942, 'инфекцион': 0.001652422483407007, 'распространен': 0.01685470933075147, 'преимуществен': 0.00312124246865768, 'процесс': 0.0016206451279568723, 'кишечн': 0.005618236443583824, 'проявлен': 0.0032412902559137446, 'связ': 0.006019539046696954, 'воспалительн': 0.00351139777723989, 'бол': 0.003830615756988971, 'печен': 0.002718501504959915, 'тракт': 0.01685470933075147, 'желчн': 0.005267096665859835, 'желтух': 0.01685470933075147, 'проток': 0.008427354665375735, 'холанг': 0.08427354665375736}","{'област': 0.017117706121014185, 'пузыр': 0.021622365626544234, 'воспален': 0.006734835195153122, 'высок': 0.02567655918152128, 'температур': 0.014672319532297874, 'желудочн': 0.037347722445849135, 'инфекцион': 0.008055391115771382, 'распространен': 0.08216498938086808, 'преимуществен': 0.015215738774234832, 'процесс': 0.007900479748160393, 'кишечн': 0.027388329793622695, 'проявлен': 0.015800959496320786, 'связ': 0.029344639064595748, 'воспалительн': 0.017117706121014185, 'бол': 0.018673861222924568, 'печен': 0.0132524176420755, 'тракт': 0.08216498938086808, 'желчн': 0.02567655918152128, 'желтух': 0.08216498938086808, 'проток': 0.04108249469043404, 'холанг': 0.41082494690434046}"
831,Лазеротерапия - лечение с помощью лазерного излучения.,"{'лечен': 0.002217724911940983, 'помощ': 0.002718501504959915, 'излучен': 0.02809118221791912, 'лазерн': 0.04213677332687868, 'лазеротерап': 0.08427354665375736}","{'лечен': 0.013909661980257254, 'помощ': 0.017050553395154055, 'излучен': 0.17618905174992522, 'лазерн': 0.26428357762488786, 'лазеротерап': 0.5285671552497757}"
832,"Спермицид  - средство химической контрацепции, препарат, убивающий сперматозоиды.","{'препарат': 0.0026335483329299175, 'сперматозоид': 0.006482580511827489, 'химическ': 0.0032412902559137446, 'средств': 0.002160860170609163, 'контрацепц': 0.0049572674502210215, 'спермицид': 0.08427354665375736, 'убива': 0.08427354665375736}","{'препарат': 0.01400654906517376, 'сперматозоид': 0.0344776592373508, 'химическ': 0.0172388296186754, 'средств': 0.011492553079116933, 'контрацепц': 0.026365268828562376, 'спермицид': 0.44820957008556034, 'убива': 0.44820957008556034}"
