,Definitions,Term,TermLemm,KwMult,KwNorm
817, сгусток крови (лимфы) в кровеносном (лимфатическом) сосуде.,Тромб  ,['тромб'],"{'кров': 0.0005333768775554263, 'кровеносн': 0.004013026031131303, 'сосуд': 0.001755698888619945, 'сгусток': 0.04213677332687868, 'лимфатическ': 0.003009769523348477, 'лимф': 0.005267096665859835}","{'кров': 0.009404388714733541, 'кровеносн': 0.07075682937751902, 'сосуд': 0.030956112852664572, 'сгусток': 0.7429467084639497, 'лимфатическ': 0.05306762203313927, 'лимф': 0.09286833855799372}"
818," часть периной системы, регулирующая деятельность внутренних органов и систем - кровообращение, дыхание, пищеварение, выделение, размножение и др., обмен веществ и функциональное состояние (возбудимость, работоспособность) тканей организма. Делится на симпатическую и парасимпатическую системы.",Вегетативная нервная система ,"['вегетативн', 'нервн', 'систем']","{'част': 0.001053419333171967, 'др': 0.0006532833073934679, 'ткан': 0.0006019539046696954, 'внутрен': 0.0013167741664649587, 'организм': 0.0005046320158907626, 'систем': 0.0015322463027955884, 'обм': 0.001652422483407007, 'веществ': 0.0006741883732300589, 'размножен': 0.012039078093393909, 'функциональн': 0.006482580511827489, 'пищеварен': 0.00702279555447978, 'дыхан': 0.005267096665859835, 'выделен': 0.005618236443583824, 'кровообращен': 0.006019539046696954, 'состоян': 0.003009769523348477, 'деятельн': 0.00468186370298652, 'симпатическ': 0.012039078093393909, 'возбудим': 0.02106838666343934, 'дел': 0.04213677332687868, 'парасимпатическ': 0.04213677332687868, 'перин': 0.08427354665375736, 'работоспособн': 0.08427354665375736}","{'част': 0.003083564268528328, 'внутрен': 0.00385445533566041, 'систем': 0.004485184390586659, 'обм': 0.004836963558475809, 'размножен': 0.03524073449746661, 'функциональн': 0.01897578011402048, 'пищеварен': 0.020557095123522186, 'дыхан': 0.01541782134264164, 'выделен': 0.01644567609881775, 'кровообращен': 0.017620367248733306, 'состоян': 0.008810183624366653, 'деятельн': 0.013704730082348127, 'симпатическ': 0.03524073449746661, 'возбудим': 0.06167128537056656, 'дел': 0.12334257074113313, 'парасимпатическ': 0.12334257074113313, 'перин': 0.24668514148226625, 'работоспособн': 0.24668514148226625}"
819," иррадиировать - передавать, отдавать. Например, боль в ухе с иррадиацией (отдачей) в голову.",Иррадиация,['иррадиац'],"{'ух': 0.006482580511827489, 'например': 0.0008687994500387356, 'бол': 0.003830615756988971, 'передава': 0.0049572674502210215, 'голов': 0.02106838666343934, 'иррадиац': 0.04213677332687868, 'иррадиирова': 0.08427354665375736, 'отдава': 0.08427354665375736, 'отдач': 0.08427354665375736}","{'ух': 0.019516141917286914, 'например': 0.002615565411595153, 'бол': 0.011532265678396813, 'передава': 0.014924108524984112, 'голов': 0.06342746123118247, 'иррадиац': 0.12685492246236493, 'иррадиирова': 0.25370984492472987, 'отдава': 0.25370984492472987, 'отдач': 0.25370984492472987}"
820," невосприимчивость организма к инфекционным агентам и чужеродным веществам. Обеспечивается защитными свойствами хожи и слизистых оболочек, клетками иммунной системы и тд. Естественный, или врожденный, иммунитет обусловлен наследственно закрепленными особенностями организма. Приобретенный активный иммунитет возникает после перенесенного заболевания или введения вакцин. Приобретенный пассивный иммунитет развивается при искусственном введении антител, при передаче антител ребенку с молоком матери.",Иммунитет ,['иммунитет'],"{'заболеван': 0.0004506606772928201, 'тд': 0.006019539046696954, 'клетк': 0.0006196584312776277, 'развива': 0.004213677332687868, 'организм': 0.0010092640317815253, 'слизист': 0.002055452357408716, 'систем': 0.0007661231513977942, 'обеспечива': 0.003830615756988971, 'ил': 0.0007913009075470175, 'веществ': 0.0006741883732300589, 'введен': 0.00624248493731536, 'чужеродн': 0.008427354665375735, 'инфекцион': 0.001652422483407007, 'наследствен': 0.004213677332687868, 'передач': 0.012039078093393909, 'особен': 0.01685470933075147, 'антител': 0.008427354665375735, 'посл': 0.0026335483329299175, 'иммунитет': 0.012641031998063603, 'свойств': 0.004435449823881966, 'искусствен': 0.006482580511827489, 'возника': 0.003009769523348477, 'активн': 0.004013026031131303, 'вакцин': 0.02106838666343934, 'пассивн': 0.02106838666343934, 'врожден': 0.005267096665859835, 'матер': 0.04213677332687868, 'защитн': 0.005618236443583824, 'иммун': 0.007661231513977942, 'закреплен': 0.08427354665375736, 'агент': 0.02106838666343934, 'естествен': 0.012039078093393909, 'молок': 0.02106838666343934, 'невосприимчив': 0.08427354665375736, 'хож': 0.08427354665375736}","{'тд': 0.011620336055195388, 'развива': 0.00813423523863677, 'организм': 0.0019483198176375501, 'слизист': 0.003967919628603303, 'обеспечива': 0.00739475930785161, 'введен': 0.012050718872054477, 'чужеродн': 0.01626847047727354, 'инфекцион': 0.0031898961720144203, 'наследствен': 0.00813423523863677, 'передач': 0.023240672110390777, 'особен': 0.03253694095454708, 'антител': 0.01626847047727354, 'посл': 0.005083897024147983, 'иммунитет': 0.024402705715910314, 'свойств': 0.00856235288277555, 'искусствен': 0.012514208059441187, 'возника': 0.005810168027597694, 'активн': 0.007746890703463591, 'вакцин': 0.04067117619318386, 'пассивн': 0.04067117619318386, 'врожден': 0.010167794048295965, 'матер': 0.08134235238636772, 'защитн': 0.01084564698484903, 'иммун': 0.01478951861570322, 'закреплен': 0.16268470477273544, 'агент': 0.04067117619318386, 'естествен': 0.023240672110390777, 'молок': 0.04067117619318386, 'невосприимчив': 0.16268470477273544, 'хож': 0.16268470477273544}"
821, обезвоживание организма.,Эксикоз ,['эксикоз'],"{'организм': 0.0005046320158907626, 'обезвоживан': 0.04213677332687868}","{'организм': 0.011834319526627219, 'обезвоживан': 0.9881656804733727}"
822,"шистосомозы, бильгарцитозы) — группа тропических гельминтозов, относящихся к трематодозам.",Шистосоматозы ,['шистосоматоз'],"{'групп': 0.0029059843673709435, 'шистосомоз': 0.08427354665375736, 'бильгарцитоз': 0.08427354665375736, 'тропическ': 0.08427354665375736, 'гельминтоз': 0.04213677332687868, 'трематодоз': 0.08427354665375736}","{'групп': 0.0076045627376425855, 'шистосомоз': 0.22053231939163498, 'бильгарцитоз': 0.22053231939163498, 'тропическ': 0.22053231939163498, 'гельминтоз': 0.11026615969581749, 'трематодоз': 0.22053231939163498}"
823," патологический процесс, развивающийся вследствие расстройств нейрогуморальной регуляции, вызванных экстремальными воздействиями.",Шок ,['шок'],"{'развива': 0.004213677332687868, 'процесс': 0.0016206451279568723, 'расстройств': 0.00702279555447978, 'воздейств': 0.003830615756988971, 'патологическ': 0.00312124246865768, 'вследств': 0.003830615756988971, 'регуляц': 0.006019539046696954, 'нейрогуморальн': 0.04213677332687868, 'экстремальн': 0.08427354665375736}","{'развива': 0.026998732327253364, 'процесс': 0.010384127818174372, 'расстройств': 0.044997887212088944, 'воздейств': 0.024544302115684882, 'патологическ': 0.019999060983150643, 'вследств': 0.024544302115684882, 'регуляц': 0.038569617610361956, 'нейрогуморальн': 0.26998732327253366, 'экстремальн': 0.5399746465450673}"
824, внеядерная часть протоплазмы клеток.,Цитоплазма  ,['цитоплазм'],"{'част': 0.001053419333171967, 'протоплазм': 0.02809118221791912, 'внеядерн': 0.08427354665375736}","{'част': 0.009287925696594427, 'протоплазм': 0.2476780185758514, 'внеядерн': 0.7430340557275542}"
825," инфекционное заболевание, передающееся, в частности, половым путем.",Гепатит В ,"['гепат', 'в']","{'заболеван': 0.0004506606772928201, 'полов': 0.001478483274627322, 'частност': 0.01685470933075147, 'инфекцион': 0.001652422483407007, 'пут': 0.0024078156186787816}","{'заболеван': 0.01972766916847133, 'полов': 0.0647205988509498, 'частност': 0.7378148269008277, 'инфекцион': 0.07233478695106155, 'пут': 0.10540211812868967}"
826," 1. Опущение верхнего века вследствие паралича мышцы, поднимающей его; 2. Термин ""птоз"" с прибавлением названия органа обозначает опущение данного органа (нефроптоз или птоз почки -- опущение почки).",Птоз ,['птоз'],"{'мышц': 0.0017198682990562726, 'орга': 0.001087400601983966, 'ег': 0.002160860170609163, '2': 0.0022776634230745234, 'ил': 0.0003956504537735087, 'почк': 0.007661231513977942, 'дан': 0.012039078093393909, 'назван': 0.00936372740597304, 'вследств': 0.003830615756988971, 'обознача': 0.04213677332687868, '1': 0.0024786337251105107, 'термин': 0.02106838666343934, 'век': 0.02106838666343934, 'паралич': 0.02809118221791912, 'птоз': 0.05618236443583824, 'опущен': 0.08427354665375736, 'верхн': 0.04213677332687868, 'прибавлен': 0.08427354665375736, 'нефроптоз': 0.08427354665375736}","{'мышц': 0.0033981192499961043, 'орга': 0.002148488299997537, 'ег': 0.004269431878200234, '2': 0.004500211979724571, 'почк': 0.015137076659073555, 'дан': 0.02378683474997273, 'назван': 0.018500871472201013, 'вследств': 0.007568538329536778, 'обознача': 0.08325392162490455, '1': 0.004897289507347327, 'термин': 0.04162696081245228, 'век': 0.04162696081245228, 'паралич': 0.055502614416603036, 'птоз': 0.11100522883320607, 'опущен': 0.1665078432498091, 'верхн': 0.08325392162490455, 'прибавлен': 0.1665078432498091, 'нефроптоз': 0.1665078432498091}"
827," иммунитет, сформированный наследственно или в результате перенесенного инфекционного процесса.",Иммунитет естественный ,"['иммунитет', 'естествен']","{'результат': 0.0049572674502210215, 'ил': 0.0003956504537735087, 'инфекцион': 0.001652422483407007, 'наследствен': 0.004213677332687868, 'процесс': 0.0016206451279568723, 'иммунитет': 0.004213677332687868}","{'результат': 0.29069187605965013, 'ил': 0.023200760061098835, 'инфекцион': 0.09689729201988338, 'наследствен': 0.24708809465070258, 'процесс': 0.09503388255796254, 'иммунитет': 0.24708809465070258}"
828, воспалительное заболевание желудка и тонкой кишки.,Гастроэнтерит ,['гастроэнтер'],"{'заболеван': 0.0004506606772928201, 'кишк': 0.0019598499221804037, 'воспалительн': 0.00351139777723989, 'тонк': 0.007661231513977942}","{'заболеван': 0.03317794566789905, 'кишк': 0.14428548464877028, 'воспалительн': 0.25851149332904677, 'тонк': 0.5640250763542839}"
829,"спонтанный) - самопроизвольность, самодвижение, вызванное не внешними факторами, а внутренними причинами.",Спонтанность ,['спонтан'],"{'причин': 0.0029059843673709435, 'внутрен': 0.0013167741664649587, 'фактор': 0.006482580511827489, 'внешн': 0.00702279555447978, 'самопроизвольн': 0.04213677332687868, 'спонта': 0.04213677332687868, 'самодвижен': 0.08427354665375736}","{'причин': 0.015600487515234853, 'внутрен': 0.007068970905340792, 'фактор': 0.03480108753398544, 'внешн': 0.03770117816181756, 'самопроизвольн': 0.22620706897090534, 'спонта': 0.22620706897090534, 'самодвижен': 0.4524141379418107}"
830," воспаление желчных протоков (преимущественно) при распространении воспалительного процесса из желчного пузыря, желудочно-кишечного тракта или в связи с инфекционным заболеванием. Проявления: боли в области печени, высокая температура, желтуха и др.",Холангит  ,['холанг'],"{'заболеван': 0.0004506606772928201, 'др': 0.0006532833073934679, 'област': 0.00351139777723989, 'пузыр': 0.004435449823881966, 'воспален': 0.0013815335517009403, 'ил': 0.0003956504537735087, 'высок': 0.005267096665859835, 'температур': 0.003009769523348477, 'желудочн': 0.007661231513977942, 'инфекцион': 0.001652422483407007, 'распространен': 0.01685470933075147, 'преимуществен': 0.00312124246865768, 'процесс': 0.0016206451279568723, 'кишечн': 0.005618236443583824, 'проявлен': 0.0032412902559137446, 'связ': 0.006019539046696954, 'воспалительн': 0.00351139777723989, 'бол': 0.003830615756988971, 'печен': 0.002718501504959915, 'тракт': 0.01685470933075147, 'желчн': 0.01053419333171967, 'желтух': 0.01685470933075147, 'проток': 0.008427354665375735}","{'заболеван': 0.003531113942040917, 'др': 0.005118746567144585, 'област': 0.027513262798402143, 'пузыр': 0.03475359511377113, 'воспален': 0.010824890281338548, 'ил': 0.003100085949115734, 'высок': 0.04126989419760321, 'температур': 0.023582796684344695, 'желудочн': 0.06002893701469558, 'инфекцион': 0.01294741778748336, 'распространен': 0.13206366143233028, 'преимуществен': 0.024456233598579683, 'процесс': 0.012698428983877913, 'кишечн': 0.044021220477443425, 'проявлен': 0.025396857967755825, 'связ': 0.04716559336868939, 'воспалительн': 0.027513262798402143, 'бол': 0.03001446850734779, 'печен': 0.02130059055360166, 'тракт': 0.13206366143233028, 'желчн': 0.08253978839520643, 'желтух': 0.13206366143233028, 'проток': 0.06603183071616514}"
831, лечение с помощью лазерного излучения.,Лазеротерапия ,['лазеротерап'],"{'лечен': 0.002217724911940983, 'помощ': 0.002718501504959915, 'излучен': 0.02809118221791912, 'лазерн': 0.04213677332687868}","{'лечен': 0.02950507614213198, 'помощ': 0.036167512690355334, 'излучен': 0.3737309644670051, 'лазерн': 0.5605964467005077}"
832," средство химической контрацепции, препарат, убивающий сперматозоиды.",Спермицид  ,['спермицид'],"{'препарат': 0.0026335483329299175, 'сперматозоид': 0.006482580511827489, 'химическ': 0.0032412902559137446, 'средств': 0.002160860170609163, 'контрацепц': 0.0049572674502210215, 'убива': 0.08427354665375736}","{'препарат': 0.025383820207511773, 'сперматозоид': 0.06248324974156744, 'химическ': 0.03124162487078372, 'средств': 0.020827749913855814, 'контрацепц': 0.04778130862590452, 'убива': 0.8122822466403767}"
833," дефект развития в виде отклонения структуры от нормы вследствие локализованной ошибки морфогенеза, т.е. порок развития. Артерио-венозная мальформация - порок развития сосудов, проявляется в виде свища (или свищей) между артерией и веной, со всеми вытекающими последствиями (сброс крови из артериального русла в венозное)",Мальформация ,['мальформац'],"{'кров': 0.0005333768775554263, 'вен': 0.00702279555447978, 'сосуд': 0.001755698888619945, 'венозн': 0.02809118221791912, 'артериальн': 0.00702279555447978, 'т': 0.0015900669179954219, 'е': 0.0018320336229077686, 'межд': 0.00351139777723989, 'ил': 0.0003956504537735087, 'вид': 0.004815631237357563, 'развит': 0.0049572674502210215, 'норм': 0.012039078093393909, 'проявля': 0.00702279555447978, 'структур': 0.006019539046696954, 'вследств': 0.003830615756988971, 'последств': 0.04213677332687868, 'отклонен': 0.02809118221791912, 'порок': 0.015322463027955884, 'свищ': 0.024078156186787818, 'дефект': 0.012039078093393909, 'артер': 0.02106838666343934, 'русл': 0.04213677332687868, 'мальформац': 0.04213677332687868, 'локализова': 0.08427354665375736, 'ошибк': 0.08427354665375736, 'морфогенез': 0.08427354665375736, 'вытека': 0.08427354665375736, 'сброс': 0.08427354665375736}","{'вен': 0.009517424715045549, 'сосуд': 0.002379356178761387, 'венозн': 0.038069698860182195, 'артериальн': 0.009517424715045549, 'т': 0.0021548886147272944, 'е': 0.0024828064474031867, 'межд': 0.004758712357522774, 'вид': 0.006526234090316948, 'развит': 0.006718182151796859, 'норм': 0.01631558522579237, 'проявля': 0.009517424715045549, 'структур': 0.008157792612896186, 'вследств': 0.005191322571843027, 'последств': 0.057104548290273296, 'отклонен': 0.038069698860182195, 'порок': 0.020765290287372107, 'свищ': 0.03263117045158474, 'дефект': 0.01631558522579237, 'артер': 0.028552274145136648, 'русл': 0.057104548290273296, 'мальформац': 0.057104548290273296, 'локализова': 0.11420909658054659, 'ошибк': 0.11420909658054659, 'морфогенез': 0.11420909658054659, 'вытека': 0.11420909658054659, 'сброс': 0.11420909658054659}"
834," фибриллярный белок, составляющий основу соединительной ткани (сухожилие, кость, хрящ) и обеспечивающий ее прочность.",Коллаген ,['коллаг'],"{'сухожил': 0.01053419333171967, 'ткан': 0.0006019539046696954, 'е': 0.0018320336229077686, 'фибриллярн': 0.01685470933075147, 'белок': 0.002055452357408716, 'составля': 0.006482580511827489, 'основ': 0.006482580511827489, 'соединительн': 0.003664067245815537, 'обеспечива': 0.003830615756988971, 'хрящ': 0.012039078093393909, 'кост': 0.0032412902559137446, 'прочност': 0.08427354665375736}","{'сухожил': 0.06962907693458184, 'е': 0.012109404684275103, 'фибриллярн': 0.11140652309533094, 'белок': 0.01358616135308914, 'составля': 0.04284866272897344, 'основ': 0.04284866272897344, 'соединительн': 0.024218809368550205, 'обеспечива': 0.025319664339847944, 'хрящ': 0.07957608792523639, 'кост': 0.02142433136448672, 'прочност': 0.5570326154766547}"
835,"от "" паренхима""), ими являются: печень, селезенка, легкие, почки, поджелудочная и щитовидная железы.",Паренхиматозные органы ,"['паренхиматозн', 'орга']","{'желез': 0.0007202867235363877, 'легк': 0.00312124246865768, 'явля': 0.004213677332687868, 'почк': 0.003830615756988971, 'поджелудочн': 0.006019539046696954, 'щитовидн': 0.00468186370298652, 'печен': 0.002718501504959915, 'селезенк': 0.01053419333171967, 'паренхим': 0.01685470933075147, 'им': 0.08427354665375736}","{'легк': 0.022908556518609603, 'явля': 0.03092655130012296, 'почк': 0.028115046636475422, 'поджелудочн': 0.044180787571604235, 'щитовидн': 0.03436283477791441, 'печен': 0.01995261374201482, 'селезенк': 0.0773163782503074, 'паренхим': 0.12370620520049184, 'им': 0.6185310260024592}"
836," пигмент коричневого и черного цвета. Определяет окраску кожных покровов, волос, радужной оболочки глаз; отсутствует у альбиносов.",Меланин ,['меланин'],"{'оболочк': 0.0012039078093393908, 'кожн': 0.005267096665859835, 'волос': 0.008427354665375735, 'черн': 0.04213677332687868, 'цвет': 0.01404559110895956, 'отсутств': 0.01685470933075147, 'глаз': 0.002718501504959915, 'окраск': 0.02809118221791912, 'пигмент': 0.007661231513977942, 'определя': 0.007661231513977942, 'радужн': 0.01404559110895956, 'коричнев': 0.04213677332687868, 'альбинос': 0.08427354665375736}","{'оболочк': 0.004385445507999526, 'кожн': 0.019186324097497928, 'волос': 0.030698118555996683, 'черн': 0.15349059277998342, 'цвет': 0.05116353092666114, 'отсутств': 0.061396237111993365, 'глаз': 0.009902618889031189, 'окраск': 0.10232706185332228, 'пигмент': 0.02790738050545153, 'определя': 0.02790738050545153, 'радужн': 0.05116353092666114, 'коричнев': 0.15349059277998342, 'альбинос': 0.30698118555996684}"
837,"лимфангит, лимфангоит) - воспаление лимфатических сосудов, обычно сочетающееся с лимфаденитом.",Лимфангиит ,['лимфанг'],"{'сосуд': 0.001755698888619945, 'воспален': 0.0013815335517009403, 'обычн': 0.00351139777723989, 'лимфатическ': 0.003009769523348477, 'сочета': 0.02809118221791912, 'лимфанг': 0.04213677332687868, 'лимфанго': 0.08427354665375736}","{'сосуд': 0.010695053224796495, 'воспален': 0.00841577958672511, 'обычн': 0.02139010644959299, 'лимфатическ': 0.01833437695679399, 'сочета': 0.17112085159674392, 'лимфанг': 0.25668127739511587, 'лимфанго': 0.5133625547902317}"
838," заболевания женщин, связанные с развитием в организме плодного яйца. Возникают во время беременности или родов (реже) и, как правило, проходят после их окончания. Различают токсикозы ранние (рвота, чрезмерная рвота, слюнотечение) и поздние (водянка беременных, эклампсия), возникающие во 2 половине беременности.",Токсикозы беременных ,"['токсикоз', 'беремен']","{'заболеван': 0.0004506606772928201, 'их': 0.001478483274627322, 'организм': 0.0005046320158907626, '2': 0.0022776634230745234, 'ил': 0.0003956504537735087, 'род': 0.00702279555447978, 'развит': 0.001652422483407007, 'токсикоз': 0.01053419333171967, 'врем': 0.005618236443583824, 'ран': 0.00936372740597304, 'посл': 0.0026335483329299175, 'женщин': 0.0049572674502210215, 'проход': 0.02106838666343934, 'чрезмерн': 0.012039078093393909, 'возника': 0.006019539046696954, 'прав': 0.01053419333171967, 'беремен': 0.010112825598450883, 'рвот': 0.02809118221791912, 'различа': 0.005267096665859835, 'связа': 0.02106838666343934, 'яйц': 0.02106838666343934, 'плодн': 0.04213677332687868, 'окончан': 0.01404559110895956, 'слюнотечен': 0.08427354665375736, 'поздн': 0.08427354665375736, 'водянк': 0.08427354665375736, 'эклампс': 0.08427354665375736, 'половин': 0.08427354665375736}","{'их': 0.0022457149062423067, '2': 0.003459614855562473, 'род': 0.010667145804650956, 'развит': 0.002509916659917872, 'токсикоз': 0.016000718706976436, 'врем': 0.008533716643720764, 'ран': 0.014222861072867944, 'посл': 0.004000179676744109, 'женщин': 0.007529749979753617, 'проход': 0.03200143741395287, 'чрезмерн': 0.018286535665115927, 'возника': 0.009143267832557964, 'прав': 0.016000718706976436, 'беремен': 0.015360689958697379, 'рвот': 0.042668583218603826, 'различа': 0.008000359353488218, 'связа': 0.03200143741395287, 'яйц': 0.03200143741395287, 'плодн': 0.06400287482790575, 'окончан': 0.021334291609301913, 'слюнотечен': 0.1280057496558115, 'поздн': 0.1280057496558115, 'водянк': 0.1280057496558115, 'эклампс': 0.1280057496558115, 'половин': 0.1280057496558115}"
839," вещество из группы стеринов. В значительных количествах содержится в нервной и жировой тканях, печени и др. Является у человека биохимическим предшественником половых гормонов, кортикостероидов, желчных кислот. Избыток холестерина в организме приводит к образованию желчных камней, отложению холестерина в стенках сосудов и др. нарушениям обмена.",Холестерин  ,['холестерин'],"{'др': 0.0013065666147869359, 'стенк': 0.003830615756988971, 'сосуд': 0.001755698888619945, 'ткан': 0.0006019539046696954, 'образован': 0.002809118221791912, 'организм': 0.0005046320158907626, 'человек': 0.0010404141562192267, 'полов': 0.001478483274627322, 'гормон': 0.0013167741664649587, 'нарушен': 0.0012965161023654978, 'обм': 0.001652422483407007, 'веществ': 0.0006741883732300589, 'групп': 0.0029059843673709435, 'явля': 0.004213677332687868, 'значительн': 0.02106838666343934, 'нервн': 0.0006964755921798129, 'количеств': 0.004213677332687868, 'кислот': 0.00234093185149326, 'жиров': 0.01053419333171967, 'избыток': 0.01685470933075147, 'печен': 0.002718501504959915, 'кортикостероид': 0.01404559110895956, 'привод': 0.00702279555447978, 'желчн': 0.01053419333171967, 'биохимическ': 0.012039078093393909, 'отложен': 0.02106838666343934, 'холестерин': 0.03370941866150294, 'стерин': 0.08427354665375736, 'предшественник': 0.08427354665375736}","{'др': 0.003751233147935657, 'стенк': 0.01099793354735681, 'сосуд': 0.005040719542538538, 'образован': 0.008065151268061661, 'человек': 0.00298709306224506, 'полов': 0.004244816456874558, 'гормон': 0.0037805396569039035, 'нарушен': 0.003722377508336151, 'обм': 0.004744206628271566, 'групп': 0.008343259932477582, 'явля': 0.01209772690209249, 'значительн': 0.060488634510462456, 'количеств': 0.01209772690209249, 'кислот': 0.006720959390051385, 'жиров': 0.030244317255231228, 'избыток': 0.04839090760836996, 'печен': 0.007804985098124189, 'кортикостероид': 0.04032575634030831, 'привод': 0.020162878170154153, 'желчн': 0.030244317255231228, 'биохимическ': 0.03456493400597855, 'отложен': 0.060488634510462456, 'холестерин': 0.09678181521673992, 'стерин': 0.24195453804184983, 'предшественник': 0.24195453804184983}"
840," увеличение частоты сердечных сокращений до 100 и более ударов в минуту. Возникает при физических и нервных напряжениях, заболеваниях сердечнососудистой и нервной систем, болезнях желез внутренней секреции и др.",Тахикардия ,['тахикард'],"{'заболеван': 0.0004506606772928201, 'др': 0.0006532833073934679, 'сердечн': 0.003009769523348477, 'сокращен': 0.004013026031131303, 'внутрен': 0.0013167741664649587, 'желез': 0.0007202867235363877, 'болезн': 0.0009260829302610698, 'нервн': 0.0013929511843596258, 'бол': 0.003830615756988971, 'напряжен': 0.00936372740597304, 'увеличен': 0.00351139777723989, 'возника': 0.003009769523348477, 'физическ': 0.012039078093393909, 'секрец': 0.003830615756988971, 'минут': 0.02106838666343934, 'частот': 0.01685470933075147, 'удар': 0.02809118221791912, '100': 0.02809118221791912, 'сердечнососудист': 0.08427354665375736}","{'сердечн': 0.013399215570433661, 'сокращен': 0.017865620760578214, 'внутрен': 0.0058621568120647265, 'болезн': 0.004122835560133434, 'нервн': 0.006201289850779215, 'бол': 0.01705354708964284, 'напряжен': 0.041686448441349166, 'увеличен': 0.015632418165505937, 'возника': 0.013399215570433661, 'физическ': 0.053596862281734645, 'секрец': 0.01705354708964284, 'минут': 0.09379450899303562, 'частот': 0.07503560719442849, 'удар': 0.1250593453240475, '100': 0.1250593453240475, 'сердечнососудист': 0.3751780359721425}"
841," растяжение на ограниченном участке бронха, кровеносного сосуда и тд.",Эктазия  ,['эктаз'],"{'тд': 0.006019539046696954, 'ограничен': 0.01404559110895956, 'кровеносн': 0.004013026031131303, 'сосуд': 0.001755698888619945, 'бронх': 0.005618236443583824, 'растяжен': 0.08427354665375736}","{'тд': 0.052015604681404426, 'ограничен': 0.12136974425661032, 'кровеносн': 0.034677069787602946, 'сосуд': 0.01517121803207629, 'бронх': 0.04854789770264412, 'растяжен': 0.7282184655396619}"
842, недостаточность функции щитовидной железы.,Гипотиреоз ,['гипотиреоз'],"{'желез': 0.0007202867235363877, 'функц': 0.001652422483407007, 'щитовидн': 0.00468186370298652, 'недостаточн': 0.005618236443583824}","{'желез': 0.056837178201270475, 'функц': 0.13039117352056168, 'щитовидн': 0.3694416583082581, 'недостаточн': 0.4433299899699097}"
843," структурные элементы ядра клетки, содержащие ДНК, в которой заключена наследственная информация организма. В хромосомах в линейном порядке расположены гены. Каждая хромосома имеет специфическую форму, размер. В виде четких структур они различимы (при микроскопии) только во время деления клеток. Каждый вид организма обладает характерным и постоянным хромосомным набором.",Хромосомы  ,['хромосом'],"{'котор': 0.0008687994500387356, 'элемент': 0.003664067245815537, 'клетк': 0.0006196584312776277, 'организм': 0.0010092640317815253, 'содержа': 0.0020065130155656513, 'форм': 0.003830615756988971, 'вид': 0.004815631237357563, 'характерн': 0.006019539046696954, 'постоя': 0.007661231513977942, 'наследствен': 0.004213677332687868, 'набор': 0.04213677332687868, 'хромосом': 0.01872745481194608, 'врем': 0.005618236443583824, 'микроскоп': 0.02809118221791912, 'ген': 0.012039078093393909, 'структур': 0.006019539046696954, 'специфическ': 0.012039078093393909, 'тольк': 0.00936372740597304, 'днк': 0.01404559110895956, 'информац': 0.01685470933075147, 'облада': 0.00936372740597304, 'четк': 0.02809118221791912, 'размер': 0.01685470933075147, 'ядр': 0.01685470933075147, 'кажд': 0.03370941866150294, 'делен': 0.02809118221791912, 'структурн': 0.01404559110895956, 'хромосомн': 0.02809118221791912, 'линейн': 0.08427354665375736, 'различим': 0.08427354665375736}","{'котор': 0.0016009616152976014, 'элемент': 0.006751881594950754, 'организм': 0.0018597997207648784, 'содержа': 0.003697458968663508, 'форм': 0.007058785303812152, 'вид': 0.00887390152479242, 'характерн': 0.011092376905990525, 'постоя': 0.014117570607624304, 'наследствен': 0.007764663834193367, 'набор': 0.07764663834193368, 'хромосом': 0.03450961704085941, 'врем': 0.010352885112257824, 'микроскоп': 0.051764425561289115, 'ген': 0.02218475381198105, 'структур': 0.011092376905990525, 'специфическ': 0.02218475381198105, 'тольк': 0.017254808520429706, 'днк': 0.025882212780644558, 'информац': 0.031058655336773468, 'облада': 0.017254808520429706, 'четк': 0.051764425561289115, 'размер': 0.031058655336773468, 'ядр': 0.031058655336773468, 'кажд': 0.062117310673546935, 'делен': 0.051764425561289115, 'структурн': 0.025882212780644558, 'хромосомн': 0.051764425561289115, 'линейн': 0.15529327668386736, 'различим': 0.15529327668386736}"
844," лейкоз с преимущественным поражением системы плазматических клеток, костей с наклонностью к спонтанным переломам, нарушениям белкового обмена, поражениям почек.",Миеломная болезнь ,"['миеломн', 'болезн']","{'систем': 0.0007661231513977942, 'белков': 0.00702279555447978, 'нарушен': 0.0012965161023654978, 'обм': 0.001652422483407007, 'преимуществен': 0.00312124246865768, 'поражен': 0.00624248493731536, 'кост': 0.0032412902559137446, 'лейкоз': 0.04213677332687868, 'спонта': 0.04213677332687868, 'плазматическ': 0.08427354665375736, 'наклон': 0.08427354665375736}","{'белков': 0.025500588475118654, 'нарушен': 0.0047078009492526746, 'обм': 0.006000138464733801, 'преимуществен': 0.011333594877830514, 'поражен': 0.022667189755661028, 'кост': 0.011769502373131686, 'лейкоз': 0.15300353085071194, 'спонта': 0.15300353085071194, 'плазматическ': 0.3060070617014239, 'наклон': 0.3060070617014239}"
845, воспаление уха.,Отит ,['от'],"{'ух': 0.006482580511827489, 'воспален': 0.0013815335517009403}","{'ух': 0.8243243243243243, 'воспален': 0.17567567567567569}"
