Name,ActiveSubstance,Targ,AnaloguesText,AnalogsLinks,PharmaLink-href,Lots-href,Аптека/Адрес,Метро,Цена,As,Tf-Idf,KwFilt
N-АЦ-ратиофарм (N-AC-ratiopharm),Ацетилцистеин* (Acetylcysteine*)," — отхаркивающее, муколитическое","









","









",https://www.rlsnet.ru/tn_index_id_23465.htm,"









","









","









","









","['ацетилцистеин', 'acetylcysteine']","{'отхаркива': 0.5428990059264057, 'муколитическ': 0.6590739535520163}","{'отхаркива': 0.5428990059264057, 'муколитическ': 0.6590739535520163}"
V-Пенициллин Словакофарма (V-Penicillin Slovakofarma®),Феноксиметилпенициллин* (Phenoxymethylpenicillin*)," — бактерицидное, антибактериальное","

















","

















",https://www.rlsnet.ru/tn_index_id_6016.htm,"

















","

















","

















","

















","['феноксиметилпенициллин', 'phenoxymethylpenicillin']","{'бактерицидн': 0.5428990059264057, 'антибактериальн': 0.10700622334134198}","{'бактерицидн': 0.5428990059264057, 'антибактериальн': 0.10700622334134198}"
ЦФГ (CFG),Декстроза + Лимонная кислота + Натрия дигидрофосфат + Натрия цитрат (Dextrose + Citric acid + Sodium dihydrophosphate + Sodium citrate), — антикоагулянтное,"























","























",https://www.rlsnet.ru/tn_index_id_26486.htm,"























","























","























","























","['декстроз', 'лимон', 'кислот', 'натр', 'дигидрофосфат', 'натр', 'цитрат', 'dextrose', 'citric', 'acid', 'sodium', 'dihydrophosphate', 'sodium', 'citrate']",{'антикоагулянтн': 2.5265280049901038},{'антикоагулянтн': 2.5265280049901038}
Цитофлавин® (CYTOFLAVIN®),Инозин + Никотинамид + Рибофлавин + Янтарная кислота (Inosine + Nicotinamide + Riboflavin + Succinic acid), — метаболическое,"




















534.91 р.










696.72 р.

























968.21 р.












387.57 р.








696.72 р.







","



















534.91 р.










696.72 р.

696.72 р.
968.21 р.



































387.57 р.

















",https://www.rlsnet.ru/tn_index_id_23160.htm,"






https://rlsnet.ru/away.php?obj=apteka&id_obj=1119&obj_nam=vapteke.ru&url=https://msk.vapteke.ru/search/item/12875&page=/tn_index_id_23160.htm



https://rlsnet.ru/away.php?obj=apteka&id_obj=1119&obj_nam=vapteke.ru&url=https://msk.vapteke.ru/search/item/62252&page=/tn_index_id_23160.htm





https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/tsitoflavin_n50_tab_polisan_ntff_ooo.html&page=/tn_index_id_23160.htm






https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/25984603/&page=/tn_index_id_23160.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/tsitoflavin_10ml_n5_r-r_dinektsiy_polisan_ntff_ooo.html&page=/tn_index_id_23160.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citoflavin-156430/&page=/tn_index_id_23160.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_citoflavin-tab-p-o-ksh-rastv-n50-0015126.html&page=/tn_index_id_23160.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1119&obj_nam=vapteke.ru&url=https://msk.vapteke.ru/search/item/54633&page=/tn_index_id_23160.htm









https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citoflavin-156416/&page=/tn_index_id_23160.htm




https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/tsitoflavin-r-r-vv-10ml-n5-5874&page=/tn_index_id_23160.htm








https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/25984703/&page=/tn_index_id_23160.htm












https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citoflavin-156421/&page=/tn_index_id_23160.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_citoflavin-r-r-v-v-10ml-n5-0017727.html&page=/tn_index_id_23160.htm





https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citoflavin-156431/&page=/tn_index_id_23160.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/tsitoflavin-tab-p-o-kshrastv-n100-6387&page=/tn_index_id_23160.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_citoflavin-tab-p-o-ksh-rastv-n100-0015127.html&page=/tn_index_id_23160.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/tsitoflavin_10ml_n10_r-r_dinektsiy_polisan_ntff_ooo.html&page=/tn_index_id_23160.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/tsitoflavin-tab-p-o-kshrastv-n50-3686&page=/tn_index_id_23160.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/8311/&page=/tn_index_id_23160.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1119&obj_nam=vapteke.ru&url=https://msk.vapteke.ru/search/item/58157&page=/tn_index_id_23160.htm

","


























Гармония  Ленинский пр, 1 к 3, Химки, МО  Экспресс заказ  08:00-22:00 Пн-Вс












Диалог  Ленина ул,54, Люберецкий р-н, Октябрьский пос, МО  Экспресс заказ  09:00-21:00 Пн-Вс


























Диалог  Профсоюзная ул, 109, Москва  Экспресс заказ  8:00-23:00 Пн-Пт, 9:00-21:00 Сб-Вс






Росаптека  Каширское ш, 53к4, Москва  Экспресс заказ  09:00-22:00 Пн-Вс













","


































































Коньково






Кантемировская













","


























555₽Забрать сегодня












416₽Забрать сегодня


























741₽Забрать сегодня






873₽Забрать сегодня













","['инозин', 'никотинамид', 'рибофлавин', 'янтарн', 'кислот', 'inosine', 'nicotinamide', 'riboflavin', 'succinic', 'acid']",{'метаболическ': 0.3043916288856166},{'метаболическ': 0.3043916288856166}
Цитохром C (Cytochrome C),Цитохром C (Cytochrome C), — антигипоксическое,"














































","














































",https://www.rlsnet.ru/tn_index_id_5462.htm,"




















https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citohrom-c-dlya-inekciy-76061/&page=/tn_index_id_5462.htm

























","




















Авиценна Фарма  Новоостаповская ул, 4к1, Москва  Экспресс заказ  Круглосуточно

























","




















Дубровка

























","




















1229₽Забрать сегодня

























","['цитохр', 'c', 'cytochrome', 'c']",{'антигипоксическ': 1.5491969672906811},{'антигипоксическ': 1.5491969672906811}
Цитрамон П (Citramon P),Ацетилсалициловая кислота + Кофеин + Парацетамол (Acetylsalicylic acid + Caffeine + Paracetamol)," — жаропонижающее, противовоспалительное, анальгезирующее","



Цитрамарин®





Цитрамон П Медисорб



Аскофен УЛЬТРА










Цитрамон Ультра






Цитрамон-ЛекТ



Аквацитрамон





Аскофен-П®






Цитрамон - ЭкстраКап®







Цитрамон П Форте
Кофицил®-плюс



Цитрапар®

Цитрамон-МФФ


Экседрин

","
Кофицил®-плюс
Аквацитрамон
Цитрамон-МФФ







Цитрамон П Медисорб








Цитрамон-ЛекТ










Цитрамарин®





Цитрапар®






Аскофен-П®


Цитрамон Ультра


Цитрамон П Форте



Цитрамон - ЭкстраКап®

Экседрин











Аскофен УЛЬТРА
",https://www.rlsnet.ru/tn_index_id_5665.htm,"




https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_citramon-p-tab-n20-0026414.html&page=/tn_index_id_5665.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/tsitramon-p-tab-10-renewal-16504&page=/tn_index_id_5665.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/tsitramon-p-tabletki-20-farmstandart-7760&page=/tn_index_id_5665.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1119&obj_nam=vapteke.ru&url=https://msk.vapteke.ru/search/item/145589&page=/tn_index_id_5665.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-81065/&page=/tn_index_id_5665.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-299075/&page=/tn_index_id_5665.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-81068/&page=/tn_index_id_5665.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/tsitramon-p-tabletki-10-dalhimfarm-8274&page=/tn_index_id_5665.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-81108/&page=/tn_index_id_5665.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-81103/&page=/tn_index_id_5665.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/tsitramon_p_n20_tab_anzhero-sudzhenskiy_khimiko-farmatsevticheskiy_zavod_aveksima_sibir.html&page=/tn_index_id_5665.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1119&obj_nam=vapteke.ru&url=https://msk.vapteke.ru/search/item/167949&page=/tn_index_id_5665.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/tsitramon_p_n10_tab_farmstandart-leksredstva.html&page=/tn_index_id_5665.htm



https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-81168/&page=/tn_index_id_5665.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-81116/&page=/tn_index_id_5665.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-81165/&page=/tn_index_id_5665.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-81118/&page=/tn_index_id_5665.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-81063/&page=/tn_index_id_5665.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_citramon-p-tab-n10-0001389.html&page=/tn_index_id_5665.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-299076/&page=/tn_index_id_5665.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/tsitramon-p-tabletki-20-anzhero-sudzhenskii-hfz-10500&page=/tn_index_id_5665.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-81206/&page=/tn_index_id_5665.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/tsitramon-p-tabletki-20-dalhimfarm-9921&page=/tn_index_id_5665.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_citramon-p-tab-n20-0002069.html&page=/tn_index_id_5665.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/tsitramon_p_n10_tab.html&page=/tn_index_id_5665.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-81073/&page=/tn_index_id_5665.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citramon-p-81208/&page=/tn_index_id_5665.htm







https://rlsnet.ru/away.php?obj=apteka&id_obj=1119&obj_nam=vapteke.ru&url=https://msk.vapteke.ru/search/item/202382&page=/tn_index_id_5665.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/tsitramon-p-tabletki-20-obnovlenie-10274&page=/tn_index_id_5665.htm





https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_citramon-p-tab-n20-0016770.html&page=/tn_index_id_5665.htm","











АСНА  Вернадского пр, 11/19, Москва  Экспресс заказ  Круглосуточно


ТРИКА  Новомарьинская ул, 14/15, Москва  Экспресс заказ  Круглосуточно
Диалог  Некрасова ул, 5, Балашиха, МО  Экспресс заказ  07:00-22:00 Пн-Вс





АСНА  Сеславинская ул, 16 к 1, Москва  Экспресс заказ  09:00-21:00 Пн-Вс
АСНА  Первомайская ул, 81, Москва  Экспресс заказ  08:00-22:00 Пн-Вс









ТРИКА  Новомарьинская ул, 14/15, Москва  Экспресс заказ  Круглосуточно
АСНА  Уральская ул, 1, Москва  Экспресс заказ  08:00-22:00 Пн-Вс
Будь Здоров!  Воронежская ул, 7, Москва  Экспресс заказ  09:00-22:00 Пн-Пт, 09:00-21:00 Сб-Вс


АСНА  Балаклавский пр, 8А, Москва  Экспресс заказ  09:00-22:00 Пн-Вс
Авиценна Фарма  Первомайская Нижн. ул, 46, Москва  Экспресс заказ  Круглосуточно

Мицар  Клубная ул, 55А, Селятино рп, Наро-Фоминск, МО  Экспресс заказ  09:00-21:00 Пн-Вс



Фармпростор  Планерная ул, 3к1, Москва  Экспресс заказ  08:00-22:00 Пн-Пт, 09:00-21:00 Сб-Вс






Надежда-Фарм  Дзержинского ул, 2А, Кокошкино дп, Кокошкино п, Москва  РусФарм  09:00-21:00 Пн-Вс
Долголет  Первая ул, 8, Черноголовка, МО  Экспресс заказ  09:00-21:00 Пн-Вс















","











Университет


Братиславская

















Братиславская

Домодедовская



Первомайская





Планерная























","











6₽Забрать сегодня


46₽Забрать сегодня
6₽Забрать сегодня





15₽Забрать сегодня
5₽Забрать сегодня









40₽Забрать сегодня
27₽Забрать сегодня
46₽Забрать сегодня


6₽Забрать сегодня
15₽Забрать сегодня

24₽Забрать сегодня



27₽Забрать сегодня






18₽Забрать 5 мая
5₽Забрать сегодня















","['ацетилсалицилов', 'кислот', 'кофеин', 'парацетамол', 'acetylsalicylic', 'acid', 'caffeine', 'paracetamol']","{'жаропонижа': 0.45834520610753965, 'противовоспалительн': 0.05143309341065543, 'анальгезир': 0.24471183331373975}","{'жаропонижа': 0.45834520610753965, 'противовоспалительн': 0.05143309341065543, 'анальгезир': 0.24471183331373975}"
Цитрапак (Citrapak),Ацетилсалициловая кислота + Кофеин + Парацетамол + Аскорбиновая кислота (Acetylsalicylic acid + Caffeine + Paracetamol + Ascorbic acid)," — противовоспалительное, жаропонижающее, анальгезирующее","






















","






















",https://www.rlsnet.ru/tn_index_id_11888.htm,"

















https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/citrapak-124048/&page=/tn_index_id_11888.htm




","

















Будь Здоров!  Пушкина ул, 151, Луховицы, МО  Экспресс заказ  08:30-20:30 Пн-Вс




","






















","

















29₽Забрать сегодня




","['ацетилсалицилов', 'кислот', 'кофеин', 'парацетамол', 'аскорбинов', 'кислот', 'acetylsalicylic', 'acid', 'caffeine', 'paracetamol', 'ascorbic', 'acid']","{'противовоспалительн': 0.05143309341065543, 'жаропонижа': 0.45834520610753965, 'анальгезир': 0.24471183331373975}","{'противовоспалительн': 0.05143309341065543, 'жаропонижа': 0.45834520610753965, 'анальгезир': 0.24471183331373975}"
Цитрат бетаина Бофур (Citrate betaine Beaufour®),Бетаин (Betaine)," — гиполипидемическое, гепатопротективное","













","













",https://www.rlsnet.ru/tn_index_id_3633.htm,"













","













","













","













","['бетаин', 'betaine']","{'гиполипидемическ': 0.8273530556212105, 'гепатопротективн': 0.6590739535520163}","{'гиполипидемическ': 0.8273530556212105, 'гепатопротективн': 0.6590739535520163}"
Цифлоксинал® (Cifloxinal®),Ципрофлоксацин* (Ciprofloxacin), — антибактериальное широкого спектра,"



















","



















",https://www.rlsnet.ru/tn_index_id_7540.htm,"



















","



















","



















","



















","['ципрофлоксацин', 'ciprofloxacin']","{'антибактериальн': 0.10700622334134198, 'широк': 0.22193899006606388, 'спектр': 0.22193899006606388}","{'антибактериальн': 0.10700622334134198, 'широк': 0.22193899006606388, 'спектр': 0.22193899006606388}"
Цифран® (Cifran®),Ципрофлоксацин* (Ciprofloxacin)," — бактерицидное, антибактериальное, антибактериальное широкого спектра","






























Ципрофлоксацин-АКОС
Ципрофлоксацин-Оптик



Ципромед
Ципрофлоксацин-СОЛОфарм
Ципролет®




Ципрофлоксацин


Роцип

















","





Ципрофлоксацин-СОЛОфарм






Ципрофлоксацин


Ципролет®











Ципрофлоксацин-АКОС



















Ципромед


Роцип
Ципрофлоксацин-Оптик











",https://www.rlsnet.ru/tn_index_id_3636.htm,"




https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_cifran-tab-p-p-o-500mg-n10-0008195.html&page=/tn_index_id_3636.htm



https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/cifran-349129/&page=/tn_index_id_3636.htm











https://rlsnet.ru/away.php?obj=apteka&id_obj=1119&obj_nam=vapteke.ru&url=https://msk.vapteke.ru/search/item/36612&page=/tn_index_id_3636.htm








https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/2562100/&page=/tn_index_id_3636.htm
















https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/cifran-349131/&page=/tn_index_id_3636.htm







https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/tsifran-tab-p-p-o-500mg-n10-563&page=/tn_index_id_3636.htm








","








Долголет Социальная аптека  г.Шатура, Школьная, д. 11  Экспресс заказ  09:00-21:00 Пн-Вс





































Диалог  Верхне-Пролетарская ул., д.5, Одинцово  Экспресс заказ  09:00-21:00 Пн-Вс
















","































































","








25₽Забрать сегодня





































73₽Забрать сегодня
















","['ципрофлоксацин', 'ciprofloxacin']","{'бактерицидн': 0.5428990059264057, 'антибактериальн': 0.10700622334134198, 'широк': 0.22193899006606388, 'спектр': 0.22193899006606388}","{'бактерицидн': 0.5428990059264057, 'антибактериальн': 0.10700622334134198, 'широк': 0.22193899006606388, 'спектр': 0.22193899006606388}"
Цифран® ОД (Cifran® OD),Ципрофлоксацин* (Ciprofloxacin)," — бактерицидное, антибактериальное широкого спектра","






Ципробид


Ципрофлоксацин Экоцифол®

Ципрофлоксабол













Ифиципро®








Ципринол® СР

Цифлоксинал®
Ципрофлоксацин-Тева












Ципрофлоксацин-ФПО®

Цифран®


Ципропан

































Ципролет®




Цепрова
Ципробай®



Ципринол®








Басиджен
Ципролакэр

Ципрофлоксацин
Ципродокс





Квинтор®

Ципроксил














Проципро

Нирцип




























Цифлокс-Алиум







","

















Нирцип






Ципролет®


Ципроксил


Ципробай®







Ципрофлоксацин
Ципринол®

Ципринол® СР
Басиджен
Ципрофлоксабол
























Ципродокс











Ципрофлоксацин-ФПО®




Цифлоксинал®
Ифиципро®

Проципро








Ципрофлоксацин Экоцифол®
Цепрова







Ципрофлоксацин-Тева






















Ципролакэр

Ципропан




Ципробид























Цифран®
Квинтор®








Цифлокс-Алиум



",https://www.rlsnet.ru/tn_index_id_22440.htm,"https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/cifran-od-334394/&page=/tn_index_id_22440.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/683111/&page=/tn_index_id_22440.htm













https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/tsifran-od-tab-prolong-p-p-o-500mg-n10-2265&page=/tn_index_id_22440.htm













https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_cifran-od-tab-prolong-p-p-o-500mg-n10-0017688.html&page=/tn_index_id_22440.htm































https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_cifran-od-tab-prolong-p-p-o-1000mg-n10-0017689.html&page=/tn_index_id_22440.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/cifran-od-155880/&page=/tn_index_id_22440.htm



















































https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/683211/&page=/tn_index_id_22440.htm



















https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/tsifran-od-tab-prolong-p-p-o-1000mg-n10-2266&page=/tn_index_id_22440.htm







































","АСНА  Первомайская ул, 81, Москва  Экспресс заказ  08:00-22:00 Пн-Вс






























































Долголет  Широкая ул, 31/5, Москва  Экспресс заказ  09:00-21:00 Пн-Вс















































































































","






























































Медведково















































































































","295₽Забрать сегодня






























































176₽Забрать сегодня















































































































","['ципрофлоксацин', 'ciprofloxacin']","{'бактерицидн': 0.5428990059264057, 'антибактериальн': 0.10700622334134198, 'широк': 0.22193899006606388, 'спектр': 0.22193899006606388}","{'бактерицидн': 0.5428990059264057, 'антибактериальн': 0.10700622334134198, 'широк': 0.22193899006606388, 'спектр': 0.22193899006606388}"
Цифран® СТ (Cifran® CT),Тинидазол + Ципрофлоксацин* (Tinidazole + Ciprofloxacin*)," — бактерицидное, антибактериальное широкого спектра","





































































































","





































































































",https://www.rlsnet.ru/tn_index_id_29521.htm,"

































https://rlsnet.ru/away.php?obj=apteka&id_obj=1119&obj_nam=vapteke.ru&url=https://msk.vapteke.ru/search/item/12528&page=/tn_index_id_29521.htm






https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_cifran-st-tab-p-o-500-600mg-n10-0011976.html&page=/tn_index_id_29521.htm







https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/tsifran-st-tab-p-o-500600mg-n10-8798&page=/tn_index_id_29521.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/13916903/&page=/tn_index_id_29521.htm





https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/tsifran_st_500mg600mg_n10_tab_pokrytye_obolochkoy_ranbaxy.html&page=/tn_index_id_29521.htm







































https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/cifran-st-182035/&page=/tn_index_id_29521.htm



","

































































































ПроАптека. Здравсити МЦК Панфиловская  Москва, Панфилова, 1, стр 1  Экспресс заказ  09:00-20:00 Пн-Чт, 08:00-20:00 Пт



","

































































































Панфиловская



","

































































































286₽Забрать завтра с 09:00



","['тинидазол', 'ципрофлоксацин', 'tinidazole', 'ciprofloxacin']","{'бактерицидн': 0.5428990059264057, 'антибактериальн': 0.10700622334134198, 'широк': 0.22193899006606388, 'спектр': 0.22193899006606388}","{'бактерицидн': 0.5428990059264057, 'антибактериальн': 0.10700622334134198, 'широк': 0.22193899006606388, 'спектр': 0.22193899006606388}"
Чампикс® (Champix®),Варениклин* (Varenicline*), — н-холиномиметическое,"
























































































































































","
























































































































































",https://www.rlsnet.ru/tn_index_id_41016.htm,"













https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/champiks-217594/&page=/tn_index_id_41016.htm






















https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/champiks-356967/&page=/tn_index_id_41016.htm






https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/champiks-tab-p-o-0-5mg-n11-1mg-n14-651&page=/tn_index_id_41016.htm






https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/champiks_1mg_n112_tab_pfizer_manufacturing_deutschland.html&page=/tn_index_id_41016.htm











https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/23579403/&page=/tn_index_id_41016.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_champiks-tab-p-o-1mg-n112-0009495.html&page=/tn_index_id_41016.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_champiks-tab-p-o-0-5mg-n11-1mg-n14-0004946.html&page=/tn_index_id_41016.htm









































https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/23579703/&page=/tn_index_id_41016.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/23579303/&page=/tn_index_id_41016.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/champiks-tab-p-o-1mg-n112-653&page=/tn_index_id_41016.htm


























https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/champiks_1mg_n28_tab_pfizer_manufacturing_deutschland.html&page=/tn_index_id_41016.htm




https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/champiks-217590/&page=/tn_index_id_41016.htm



","













Аптечество  Вешняковская ул, 17А, Москва  Экспресс заказ  09:00-22:00 Пн-Сб, 10:00-22:00 Вс






















Авиценна Фарма  Петровско-Разумовский пр-д, 24 к 2, Москва  Экспресс заказ  Круглосуточно















































































































19 Аптека  г.Монино, Комсомольская, д. 3, а  ЗдравСити  10:00-19:00 Пн-Вс



","













Новогиреево










































































































































","













2811₽Забрать сегодня






















1299₽Забрать сегодня















































































































1126₽Забрать завтра



","['варениклин', 'varenicline']","{'н': 5.746203190540153, 'холиномиметическ': 5.746203190540153}","{'н': 5.746203190540153, 'холиномиметическ': 5.746203190540153}"
